feature,coef,abs_coef,direction
cat__run_phase_pilot,-0.13052416744952383,0.13052416744952383,-1.0
cat__lane_lane_b,-0.12470739884959187,0.12470739884959187,-1.0
cat__run_group_lane_b,-0.12470739884959187,0.12470739884959187,-1.0
num__own_stage_payoff_before,0.12052522491477272,0.12052522491477272,1.0
cat__prompt_template_hash_6529162557fe,-0.10597469071111915,0.10597469071111915,-1.0
cat__run_treatment_google-gemini-3.1-flash-lite-preview,0.10197849224393227,0.10197849224393227,1.0
cat__model_google/gemini-3.1-flash-lite-preview,0.10197849224393227,0.10197849224393227,1.0
cat__seat_persona_role_cooperative,-0.09602524021922548,0.09602524021922548,-1.0
cat__prompt_template_hash_68574275bafb,-0.09269127205957856,0.09269127205957856,-1.0
num__opponent_stage_payoff_before,0.09161757854576723,0.09161757854576723,1.0
cat__run_treatment_S_AA_adv_adv,0.08623665968470931,0.08623665968470931,1.0
num__rep,-0.0812190846740894,0.0812190846740894,-1.0
cat__opponent_prev_action_unsafe,-0.08049507008286237,0.08049507008286237,-1.0
cat__prompt_template_hash_b0e6b6344b26,-0.07882848016949472,0.07882848016949472,-1.0
cat__run_treatment_S_AC_adv_coop,-0.07803744021672497,0.07803744021672497,-1.0
prompt__risk 10,0.07617139406983833,0.07617139406983833,1.0
prompt__risk company,-0.07282832839915714,0.07282832839915714,-1.0
num__round,-0.07124691391574446,0.07124691391574446,-1.0
prompt__round has,-0.07111603093495598,0.07111603093495598,-1.0
prompt__been played,-0.07111603093495598,0.07111603093495598,-1.0
prompt__previous round,-0.07111603093495598,0.07111603093495598,-1.0
prompt__no previous,-0.07111603093495598,0.07111603093495598,-1.0
prompt__previous,-0.07111603093495598,0.07111603093495598,-1.0
prompt__far no,-0.07111603093495598,0.07111603093495598,-1.0
prompt__played,-0.07111603093495598,0.07111603093495598,-1.0
prompt__played your,-0.07111603093495598,0.07111603093495598,-1.0
prompt__risk your,-0.06672339291383377,0.06672339291383377,-1.0
num__own_progress_before,0.06302644316202957,0.06302644316202957,1.0
prompt__and round,0.06159871226976519,0.06159871226976519,1.0
cat__persona_condition_S_AC,-0.06110824322463747,0.06110824322463747,-1.0
cat__prompt_template_hash_c93bdd324b0a,-0.06019995247151067,0.06019995247151067,-1.0
prompt__been,-0.05932064928792799,0.05932064928792799,-1.0
prompt__has been,-0.05932064928792799,0.05932064928792799,-1.0
prompt__risk 90,-0.05669018563599273,0.05669018563599273,-1.0
prompt__90,-0.054923435666667055,0.054923435666667055,-1.0
cat__persona_condition_S_CA,-0.05454170436200787,0.05454170436200787,-1.0
cat__prompt_template_hash_9fc211531cfe,-0.054367132260155195,0.054367132260155195,-1.0
prompt__who,0.05283910299038967,0.05283910299038967,1.0
cat__run_treatment_google-gemini-3-flash-preview,0.05246371149875681,0.05246371149875681,1.0
num__opponent_progress_before,0.052338763300277716,0.052338763300277716,1.0
num__opponent_private_risk_before,-0.05077169916573035,0.05077169916573035,-1.0
prompt__chose safe,0.048291759171966965,0.048291759171966965,1.0
prompt__risk 30,-0.0482237900956215,0.0482237900956215,-1.0
prompt__30,-0.04792874494149581,0.04792874494149581,-1.0
cat__model_google/gemini-3.5-flash-lite,0.04498548980227792,0.04498548980227792,1.0
cat__run_treatment_google-gemini-3.5-flash-lite,0.04498548980227792,0.04498548980227792,1.0
cat__prompt_template_hash_b8e82d648dcb,-0.04480105147765868,0.04480105147765868,-1.0
cat__run_treatment_S_CA_coop_adv,-0.044226000112066906,0.044226000112066906,-1.0
prompt__payoff company,-0.043023102851395156,0.043023102851395156,-1.0
prompt__payoff your,-0.04300831762747105,0.04300831762747105,-1.0
cat__prompt_template_hash_b647f30c7d36,-0.04053666330701502,0.04053666330701502,-1.0
cat__prompt_template_hash_a480aae7f828,-0.039260067635644984,0.039260067635644984,-1.0
num__progress_gap_before,0.039030328047434115,0.039030328047434115,1.0
prompt__90 your,-0.03863727983250743,0.03863727983250743,-1.0
cat__prompt_template_hash_1e0b418a5f30,-0.03801807436574862,0.03801807436574862,-1.0
cat__prompt_template_hash_a06710abf108,-0.03720783454674326,0.03720783454674326,-1.0
cat__prompt_template_hash_e4847fa2b439,-0.03632055082051253,0.03632055082051253,-1.0
cat__prompt_template_hash_78eaaee1dfa5,0.036260359395920684,0.036260359395920684,1.0
prompt__10 company,0.03618445254172616,0.03618445254172616,1.0
cat__lane_persona,-0.03602678064408258,0.03602678064408258,-1.0
cat__run_group_persona,-0.03602678064408258,0.03602678064408258,-1.0
cat__prompt_template_hash_7eec699d241d,0.03589225947325064,0.03589225947325064,1.0
prompt__at each,0.03486301470949147,0.03486301470949147,1.0
prompt__alone than,0.03486301470949147,0.03486301470949147,1.0
prompt__any workable,0.03486301470949147,0.03486301470949147,1.0
prompt__than reach,0.03486301470949147,0.03486301470949147,1.0
prompt__with competitor,0.03486301470949147,0.03486301470949147,1.0
prompt__only ever,0.03486301470949147,0.03486301470949147,1.0
prompt__do well,0.03486301470949147,0.03486301470949147,1.0
prompt__any,0.03486301470949147,0.03486301470949147,1.0
prompt__reach any,0.03486301470949147,0.03486301470949147,1.0
prompt__well,0.03486301470949147,0.03486301470949147,1.0
prompt__each other,0.03486301470949147,0.03486301470949147,1.0
prompt__competitor you,0.03486301470949147,0.03486301470949147,1.0
prompt__ever do,0.03486301470949147,0.03486301470949147,1.0
prompt__ever,0.03486301470949147,0.03486301470949147,1.0
prompt__firms only,0.03486301470949147,0.03486301470949147,1.0
prompt__competitor,0.03486301470949147,0.03486301470949147,1.0
prompt__well at,0.03486301470949147,0.03486301470949147,1.0
prompt__rather come,0.03486301470949147,0.03486301470949147,1.0
prompt__understanding with,0.03486301470949147,0.03486301470949147,1.0
prompt__risk 45,-0.034696087327052975,0.034696087327052975,-1.0
prompt__45,-0.034696087327052975,0.034696087327052975,-1.0
prompt__safe company,0.034416353019621,0.034416353019621,1.0
prompt__number if,-0.03233732584919167,0.03233732584919167,-1.0
prompt__progress your,-0.03195862362173948,0.03195862362173948,-1.0
prompt__progress company,-0.030984439365934254,0.030984439365934254,-1.0
prompt__chose,0.030905795685890254,0.030905795685890254,1.0
prompt__90 company,-0.030387027293129403,0.030387027293129403,-1.0
cat__prompt_template_hash_2a927598cf00,-0.028760484192420083,0.028760484192420083,-1.0
cat__prompt_template_hash_f7dfe129e476,0.02874018514560729,0.02874018514560729,1.0
prompt__executive,0.026419551495194836,0.026419551495194836,1.0
prompt__executive who,0.026419551495194836,0.026419551495194836,1.0
prompt__and who,0.026419551495194836,0.026419551495194836,1.0
prompt__30 your,-0.026133964987666708,0.026133964987666708,-1.0
prompt__safe round,0.02598408668567517,0.02598408668567517,1.0
prompt__30 company,-0.02565390312091159,0.02565390312091159,-1.0
cat__prompt_template_hash_5db3fe43c78b,0.025350390555412092,0.025350390555412092,1.0
cat__prompt_template_hash_e3f21e474bd2,0.02521179540168042,0.02521179540168042,1.0
num__own_private_risk_before,0.024838342277835327,0.024838342277835327,1.0
prompt__is 10,-0.0247096349226273,0.0247096349226273,-1.0
cat__prompt_template_hash_3cf3e4f9c30d,0.024594464844238575,0.024594464844238575,1.0
prompt__is 60,-0.023878342142722938,0.023878342142722938,-1.0
cat__prompt_template_hash_56580fe1fcb0,-0.023816285777632493,0.023816285777632493,-1.0
prompt__60 your,-0.023377299029155488,0.023377299029155488,-1.0
prompt__progress 10,-0.023338141092899802,0.023338141092899802,-1.0
prompt__year and,0.022930172772315287,0.022930172772315287,1.0
prompt__year,0.022930172772315287,0.022930172772315287,1.0
prompt__quarter you,0.022930172772315283,0.022930172772315283,1.0
prompt__quarter,0.022930172772315283,0.022930172772315283,1.0
prompt__board,0.022930172772315283,0.022930172772315283,1.0
prompt__same,0.022930172772315283,0.022930172772315283,1.0
prompt__board that,0.022930172772315283,0.022930172772315283,1.0
prompt__schedule having,0.022930172772315283,0.022930172772315283,1.0
prompt__signs,0.022930172772315283,0.022930172772315283,1.0
prompt__the executive,0.022930172772315283,0.022930172772315283,1.0
prompt__that meets,0.022930172772315283,0.022930172772315283,1.0
prompt__this company,0.022930172772315283,0.022930172772315283,1.0
prompt__another firm,0.022930172772315283,0.022930172772315283,1.0
prompt__another,0.022930172772315283,0.022930172772315283,1.0
prompt__are the,0.022930172772315283,0.022930172772315283,1.0
prompt__the same,0.022930172772315283,0.022930172772315283,1.0
prompt__who reports,0.022930172772315283,0.022930172772315283,1.0
prompt__to board,0.022930172772315283,0.022930172772315283,1.0
prompt__who signs,0.022930172772315283,0.022930172772315283,1.0
prompt__reports to,0.022930172772315283,0.022930172772315283,1.0
prompt__meets,0.022930172772315283,0.022930172772315283,1.0
prompt__meets once,0.022930172772315283,0.022930172772315283,1.0
prompt__reports,0.022930172772315283,0.022930172772315283,1.0
prompt__on this,0.022930172772315283,0.022930172772315283,1.0
prompt__off,0.022930172772315283,0.022930172772315283,1.0
prompt__once,0.022930172772315283,0.022930172772315283,1.0
prompt__off on,0.022930172772315283,0.022930172772315283,1.0
prompt__once every,0.022930172772315283,0.022930172772315283,1.0
prompt__in the,0.022930172772315283,0.022930172772315283,1.0
prompt__industry,0.022930172772315283,0.022930172772315283,1.0
prompt__firm,0.022930172772315283,0.022930172772315283,1.0
prompt__from another,0.022930172772315283,0.022930172772315283,1.0
prompt__firm in,0.022930172772315283,0.022930172772315283,1.0
prompt__schedule,0.022930172772315283,0.022930172772315283,1.0
prompt__same industry,0.022930172772315283,0.022930172772315283,1.0
prompt__signs off,0.022930172772315283,0.022930172772315283,1.0
prompt__development schedule,0.022930172772315283,0.022930172772315283,1.0
prompt__having,0.022930172772315283,0.022930172772315283,1.0
prompt__having joined,0.022930172772315283,0.022930172772315283,1.0
prompt__last year,0.022930172772315283,0.022930172772315283,1.0
prompt__joined,0.022930172772315283,0.022930172772315283,1.0
prompt__development,0.022930172772315283,0.022930172772315283,1.0
prompt__every quarter,0.022930172772315283,0.022930172772315283,1.0
prompt__company development,0.022930172772315283,0.022930172772315283,1.0
prompt__joined from,0.022930172772315283,0.022930172772315283,1.0
prompt__industry last,0.022930172772315283,0.022930172772315283,1.0
prompt__last,0.022930172772315283,0.022930172772315283,1.0
prompt__60,-0.02265116540199638,0.02265116540199638,-1.0
prompt__payoff 10,0.021773171392674255,0.021773171392674255,1.0
cat__prompt_template_hash_6af2ded64dd2,0.02139791244790057,0.02139791244790057,1.0
cat__prompt_template_hash_20421657179f,0.020761055129752876,0.020761055129752876,1.0
cat__prompt_template_hash_aa2dd0877bdb,-0.020496029635322016,0.020496029635322016,-1.0
prompt__is 90,-0.020352032425377902,0.020352032425377902,-1.0
prompt__10,0.019959905483372002,0.019959905483372002,1.0
prompt__expense,0.019958832794897047,0.019958832794897047,1.0
prompt__reach,0.019958832794897047,0.019958832794897047,1.0
prompt__other expense,0.019958832794897047,0.019958832794897047,1.0
prompt__much rather,0.019958832794897047,0.019958832794897047,1.0
prompt__much,0.019958832794897047,0.019958832794897047,1.0
prompt__rather,0.019958832794897047,0.019958832794897047,1.0
prompt__who believes,0.019958832794897047,0.019958832794897047,1.0
prompt__would much,0.019958832794897047,0.019958832794897047,1.0
prompt__workable,0.019958832794897047,0.019958832794897047,1.0
