layer,split_train,rank_abs_mean_difference_train,feature_id,mean_safe_train,mean_unsafe_train,unsafe_minus_safe_train,prevalence_safe_train,prevalence_unsafe_train,split_eval,rank_abs_mean_difference_eval,mean_safe_eval,mean_unsafe_eval,unsafe_minus_safe_eval,prevalence_safe_eval,prevalence_unsafe_eval,abs_train_difference,feature
12,train,6,5443,0.383850485086441,0.3705456554889679,-0.0133048295974731,1.0,1.0,eval,119,0.3784784078598022,0.3692014515399933,-0.0092769563198089,1.0,1.0,0.0133048295974731,L12·F5443
12,train,4,3876,0.543827474117279,0.5298269987106323,-0.0140004754066467,1.0,1.0,eval,293,0.5440772771835327,0.5359340906143188,-0.0081431865692138,1.0,1.0,0.0140004754066467,L12·F3876
12,train,3,313,2.97525954246521,2.961191415786743,-0.0140681266784667,1.0,1.0,eval,13,2.972180128097534,2.959320306777954,-0.01285982131958,1.0,1.0,0.0140681266784667,L12·F313
12,train,2,1707,2.732164144515991,2.717165470123291,-0.0149986743927001,1.0,1.0,eval,6,2.7284061908721924,2.7135324478149414,-0.0148737430572509,1.0,1.0,0.0149986743927001,L12·F1707
12,train,1,16718,4.551462173461914,4.534450054168701,-0.0170121192932128,1.0,1.0,eval,4,4.550794124603272,4.535539627075195,-0.0152544975280761,1.0,1.0,0.0170121192932128,L12·F16718
4,train,10,7318,0.3506006002426147,0.3420449495315552,-0.0085556507110595,1.0,1.0,eval,250,0.3527785837650299,0.3482233881950378,-0.004555195569992,1.0,1.0,0.0085556507110595,L4·F7318
4,train,8,2887,0.2702381908893585,0.2610460519790649,-0.0091921389102935,1.0,1.0,eval,310,0.2679158449172973,0.2635154128074646,-0.0044004321098327,1.0,1.0,0.0091921389102935,L4·F2887
4,train,7,13448,0.4198200702667236,0.4106175005435943,-0.0092025697231292,1.0,1.0,eval,42,0.4218092858791351,0.4159063100814819,-0.0059029757976531,1.0,1.0,0.0092025697231292,L4·F13448
4,train,6,22710,0.0144331753253936,0.0238248091191053,0.0093916337937116,0.5208333333333334,0.7604166666666666,eval,2,0.0178599823266267,0.0253324098885059,0.0074724275618791,0.5833333333333334,0.8472222222222222,0.0093916337937116,L4·F22710
4,train,5,26152,0.362440824508667,0.3529997169971466,-0.0094411075115203,1.0,1.0,eval,383,0.3656080961227417,0.3613715767860412,-0.0042365193367004,1.0,1.0,0.0094411075115203,L4·F26152
4,train,3,24433,0.5067946314811707,0.4968882203102112,-0.0099064111709594,1.0,1.0,eval,59,0.5071889162063599,0.5014770030975342,-0.0057119131088256,1.0,1.0,0.0099064111709594,L4·F24433
4,train,2,23678,0.3372090756893158,0.3473626375198364,0.0101535618305206,1.0,1.0,eval,303,0.33919358253479,0.3436184823513031,0.004424899816513,1.0,1.0,0.0101535618305206,L4·F23678
4,train,1,4188,0.327970802783966,0.3165196478366852,-0.0114511549472808,1.0,1.0,eval,25,0.3329392373561859,0.3266670405864715,-0.0062721967697143,1.0,1.0,0.0114511549472808,L4·F4188
