bootstrap,term,coef,error
49,own_prev_unsafe,-0.1128071607099213,
49,opponent_prev_unsafe,1.0176077406116837,
49,progress_gap_before,-0.769390125301934,
49,first_round_unsafe,1.8219668125567885,
50,own_prev_unsafe,-0.31611413107503705,
50,opponent_prev_unsafe,0.937986660416306,
50,progress_gap_before,-1.6650647563629835,
50,first_round_unsafe,1.5768817665854873,
51,own_prev_unsafe,-0.3679867023837081,
51,opponent_prev_unsafe,1.3704376425143585,
51,progress_gap_before,-0.8146548343552551,
51,first_round_unsafe,1.7398115728192782,
52,own_prev_unsafe,-0.42471342098522386,
52,opponent_prev_unsafe,1.0457178560758302,
52,progress_gap_before,-0.9118115213256,
52,first_round_unsafe,1.7788684101702628,
53,own_prev_unsafe,-0.2652897940341888,
53,opponent_prev_unsafe,1.1750168411586737,
53,progress_gap_before,-1.2645281077748094,
53,first_round_unsafe,1.5550735860853249,
54,own_prev_unsafe,-0.34561002934258583,
54,opponent_prev_unsafe,1.1535133331920615,
54,progress_gap_before,-2.4019330677006536,
54,first_round_unsafe,2.2429769098915004,
55,own_prev_unsafe,0.01735743847346155,
55,opponent_prev_unsafe,1.3039059300503588,
55,progress_gap_before,-1.370658315592168,
55,first_round_unsafe,1.5685595616679384,
56,own_prev_unsafe,-0.4560481761161399,
56,opponent_prev_unsafe,1.1316434668949484,
56,progress_gap_before,-0.7891068403422044,
56,first_round_unsafe,1.7558368217026235,
57,own_prev_unsafe,-0.3816947490042756,
57,opponent_prev_unsafe,1.0782150291389128,
57,progress_gap_before,-1.1489655386564475,
57,first_round_unsafe,1.6084207528418932,
58,own_prev_unsafe,-0.7522633721021424,
58,opponent_prev_unsafe,1.0474756332662258,
58,progress_gap_before,-1.389840711516949,
58,first_round_unsafe,2.1064617044609864,
59,own_prev_unsafe,-0.4948324305636258,
59,opponent_prev_unsafe,1.5886028778006667,
59,progress_gap_before,-0.8909378320156502,
59,first_round_unsafe,1.5163199212367615,
60,own_prev_unsafe,-0.14257820002008895,
60,opponent_prev_unsafe,0.7644859301947076,
60,progress_gap_before,-1.2043312770287118,
60,first_round_unsafe,1.7014509812180163,
61,own_prev_unsafe,-0.5257036890116558,
61,opponent_prev_unsafe,1.0096171241496616,
61,progress_gap_before,-1.212314536117035,
61,first_round_unsafe,2.0811475856761277,
62,own_prev_unsafe,-0.682019724973495,
62,opponent_prev_unsafe,1.1087185866941824,
62,progress_gap_before,-0.9894803213390078,
62,first_round_unsafe,1.5521625128805683,
63,own_prev_unsafe,-0.3014662500417473,
63,opponent_prev_unsafe,0.8897942154520573,
63,progress_gap_before,-0.8486574062080336,
63,first_round_unsafe,1.2153728713685588,
64,own_prev_unsafe,-0.42248700465323846,
64,opponent_prev_unsafe,0.5224595650595784,
64,progress_gap_before,-1.5489696881016601,
64,first_round_unsafe,1.7463827556065854,
65,own_prev_unsafe,-0.518006342633691,
65,opponent_prev_unsafe,0.7955806603327273,
65,progress_gap_before,-0.8242868427990611,
65,first_round_unsafe,1.4732506687445217,
66,own_prev_unsafe,-0.623468203493296,
66,opponent_prev_unsafe,0.9205147853807074,
66,progress_gap_before,-1.0234503074503922,
66,first_round_unsafe,1.4250443318146777,
67,own_prev_unsafe,-0.23162937126507838,
67,opponent_prev_unsafe,1.2548714489369233,
67,progress_gap_before,-1.6535458518615562,
67,first_round_unsafe,1.8182229525651608,
68,own_prev_unsafe,-0.1402849938848306,
68,opponent_prev_unsafe,1.446489211584682,
68,progress_gap_before,-0.8115214928628092,
68,first_round_unsafe,1.5773238965975702,
69,own_prev_unsafe,-0.7010625950324471,
69,opponent_prev_unsafe,0.8893173796896763,
69,progress_gap_before,-1.4858671410965036,
69,first_round_unsafe,2.276988426484119,
70,own_prev_unsafe,-0.15164160979082317,
70,opponent_prev_unsafe,1.233810883938404,
70,progress_gap_before,-0.8483787251065847,
70,first_round_unsafe,1.6799577368355074,
71,own_prev_unsafe,-0.33120644950109146,
71,opponent_prev_unsafe,0.9087058880580925,
71,progress_gap_before,-0.9336521992357893,
71,first_round_unsafe,2.16700448373159,
72,own_prev_unsafe,-0.5194198667710074,
72,opponent_prev_unsafe,0.5756036464151641,
72,progress_gap_before,-1.2906159838298967,
72,first_round_unsafe,1.6956394275101372,
73,own_prev_unsafe,-0.4378500008977012,
73,opponent_prev_unsafe,0.9607482779411031,
73,progress_gap_before,-1.0011993959951004,
73,first_round_unsafe,1.7213620635446756,
74,own_prev_unsafe,-0.12954912555411374,
74,opponent_prev_unsafe,1.1129318571848577,
74,progress_gap_before,-0.9333777043274968,
74,first_round_unsafe,1.8018021157452948,
75,own_prev_unsafe,-0.40413108071424464,
75,opponent_prev_unsafe,0.8916792821240581,
75,progress_gap_before,-1.2044187819435315,
75,first_round_unsafe,1.5628920143599814,
76,own_prev_unsafe,-0.674325848570325,
76,opponent_prev_unsafe,0.7758513017689839,
76,progress_gap_before,-1.0517835725275593,
76,first_round_unsafe,2.0635878152154,
77,own_prev_unsafe,-0.46239193400706385,
77,opponent_prev_unsafe,1.0203185781760522,
77,progress_gap_before,-1.3528080204006643,
77,first_round_unsafe,1.9860894953383967,
78,own_prev_unsafe,-0.35835848011232846,
78,opponent_prev_unsafe,1.1661454402051166,
78,progress_gap_before,-0.8653367654467521,
78,first_round_unsafe,1.1582525575378266,
79,own_prev_unsafe,-0.6039232172857193,
79,opponent_prev_unsafe,1.0652105069855284,
79,progress_gap_before,-1.1420290367773602,
79,first_round_unsafe,1.944046802349119,
80,own_prev_unsafe,-0.4239250377904064,
80,opponent_prev_unsafe,1.320386714275086,
80,progress_gap_before,-1.0901397220038054,
80,first_round_unsafe,1.717087697682096,
81,own_prev_unsafe,-0.05023236209697288,
81,opponent_prev_unsafe,1.3449480458629979,
81,progress_gap_before,-1.1001536514370451,
81,first_round_unsafe,1.3576616314735324,
82,own_prev_unsafe,-0.3426741978949297,
82,opponent_prev_unsafe,1.098140416802105,
82,progress_gap_before,-0.9806304488226815,
82,first_round_unsafe,1.3928844077594391,
83,own_prev_unsafe,-0.5924635929336146,
83,opponent_prev_unsafe,0.8138077125924676,
83,progress_gap_before,-1.1976847271081281,
83,first_round_unsafe,1.568504188391231,
84,own_prev_unsafe,-0.436228534286364,
84,opponent_prev_unsafe,1.2515976192775982,
84,progress_gap_before,-1.0065494272760795,
84,first_round_unsafe,1.6221179436991409,
85,own_prev_unsafe,-0.07222050394875233,
85,opponent_prev_unsafe,0.816690216750997,
85,progress_gap_before,-1.6087211699856125,
85,first_round_unsafe,1.9129039873173979,
86,own_prev_unsafe,-0.6676170198592799,
86,opponent_prev_unsafe,0.9776765248796133,
86,progress_gap_before,-1.2204538280839876,
86,first_round_unsafe,1.5921369832038497,
87,own_prev_unsafe,-0.48824127335092277,
87,opponent_prev_unsafe,0.623608855307646,
87,progress_gap_before,-1.1852325860200001,
87,first_round_unsafe,1.58642489671123,
88,own_prev_unsafe,-0.3691398551028841,
88,opponent_prev_unsafe,1.4061809277444848,
88,progress_gap_before,-1.092293125142858,
88,first_round_unsafe,1.8895959930931285,
89,own_prev_unsafe,-0.005780462600868258,
89,opponent_prev_unsafe,1.152651887712726,
89,progress_gap_before,-1.3018109925440524,
89,first_round_unsafe,1.7267116936299087,
90,own_prev_unsafe,-0.4261813466809627,
90,opponent_prev_unsafe,0.9710204992718755,
90,progress_gap_before,-0.977264938983551,
90,first_round_unsafe,1.3912279135529897,
91,own_prev_unsafe,-0.8496858807504059,
91,opponent_prev_unsafe,1.0941102722194707,
91,progress_gap_before,-1.188972498015958,
91,first_round_unsafe,1.8373557661031925,
92,own_prev_unsafe,-0.24781753818449695,
92,opponent_prev_unsafe,1.1219754773196102,
92,progress_gap_before,-0.9051233106821484,
92,first_round_unsafe,1.6645479257863625,
93,own_prev_unsafe,-0.40895011734537967,
93,opponent_prev_unsafe,1.3640360516603562,
93,progress_gap_before,-1.352843824161351,
93,first_round_unsafe,1.8600329365430155,
94,own_prev_unsafe,-0.6052558004652132,
94,opponent_prev_unsafe,1.3121780295296048,
94,progress_gap_before,-1.0717686113935652,
94,first_round_unsafe,1.8910923863119578,
95,own_prev_unsafe,-0.39376924433183397,
95,opponent_prev_unsafe,1.0926302984511627,
95,progress_gap_before,-0.8455678760893378,
95,first_round_unsafe,1.8834590777194347,
96,own_prev_unsafe,-0.8027889585443282,
96,opponent_prev_unsafe,1.0402619533978303,
96,progress_gap_before,-0.9690977968258896,
96,first_round_unsafe,1.9383592767626818,
97,own_prev_unsafe,-0.40537916495517756,
97,opponent_prev_unsafe,1.1450889572586076,
97,progress_gap_before,-1.2676607517475726,
97,first_round_unsafe,1.4657975115465471,
98,own_prev_unsafe,-0.9402885574972375,
98,opponent_prev_unsafe,0.6410126694131443,
98,progress_gap_before,-1.2886566196549512,
98,first_round_unsafe,1.8854685332918943,
99,own_prev_unsafe,-0.265880377133907,
99,opponent_prev_unsafe,1.267068970211667,
99,progress_gap_before,-0.9431709880081844,
99,first_round_unsafe,1.5222290542189651,
