scope,scope_label,rule,depth,support,support_share,unsafe_rate,baseline_unsafe_rate,lift,abs_lift,direction
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,gap_direction=behind & own_risk_state=risk_zero,2,40,0.08032128514056225,0.4,0.13855421686746988,0.26144578313253014,0.26144578313253014,unsafe_rule
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,gap_direction=behind & gap_magnitude=gap_0_5_1 & opponent_risk_state=risk_mid,3,26,0.05220883534136546,0.38461538461538464,0.13855421686746988,0.24606116774791476,0.24606116774791476,unsafe_rule
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,gap_direction=behind & opponent_risk_state=risk_mid,2,29,0.05823293172690763,0.3793103448275862,0.13855421686746988,0.2407561279601163,0.2407561279601163,unsafe_rule
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,gap_direction=behind & own_risk_state=risk_zero & round_phase=early_r2_4,3,27,0.05421686746987952,0.37037037037037035,0.13855421686746988,0.23181615350290047,0.23181615350290047,unsafe_rule
model_gpt-5-nano_baseline_r2,gpt-5-nano baseline round 2+,gap_magnitude=gap_0_5_1 & own_risk_state=risk_zero & round_phase=early_r2_4,3,27,0.05421686746987952,0.37037037037037035,0.13855421686746988,0.23181615350290047,0.23181615350290047,unsafe_rule
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,prev_state=own_prev_unsafe & gap_direction=ahead & own_risk_state=risk_low,3,31,0.06224899598393574,0.8387096774193549,0.5602409638554217,0.2784687135639332,0.2784687135639332,unsafe_rule
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,gap_direction=ahead & gap_magnitude=gap_0_5_1 & opponent_risk_state=risk_low,3,31,0.06224899598393574,0.8387096774193549,0.5602409638554217,0.2784687135639332,0.2784687135639332,unsafe_rule
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,prev_state=own_prev_unsafe & gap_direction=ahead & max_risk_level=risk_0.1,3,30,0.060240963855421686,0.8333333333333334,0.5602409638554217,0.2730923694779117,0.2730923694779117,unsafe_rule
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,gap_direction=ahead & gap_magnitude=gap_0_5_1 & own_risk_state=risk_low,3,35,0.07028112449799197,0.8285714285714286,0.5602409638554217,0.26833046471600697,0.26833046471600697,unsafe_rule
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,gap_direction=ahead & gap_magnitude=gap_0_5_1 & max_risk_level=risk_0.1,3,34,0.06827309236947791,0.8235294117647058,0.5602409638554217,0.2632884479092842,0.2632884479092842,unsafe_rule
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,prev_state=both_prev_unsafe & gap_direction=behind & own_risk_state=risk_low,3,25,0.050200803212851405,0.32,0.5602409638554217,-0.24024096385542165,0.24024096385542165,safe_rule
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,prev_state=both_prev_unsafe & gap_direction=near_tied & round_phase=early_r2_4,3,28,0.05622489959839357,0.32142857142857145,0.5602409638554217,-0.2388123924268502,0.2388123924268502,safe_rule
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,prev_state=both_prev_unsafe & gap_magnitude=gap_0_0_5 & round_phase=early_r2_4,3,28,0.05622489959839357,0.32142857142857145,0.5602409638554217,-0.2388123924268502,0.2388123924268502,safe_rule
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,gap_direction=near_tied & round_phase=early_r2_4 & max_risk_level=risk_0.6,3,28,0.05622489959839357,0.32142857142857145,0.5602409638554217,-0.2388123924268502,0.2388123924268502,safe_rule
model_gpt-5.4-nano_baseline_r2,gpt-5.4-nano baseline round 2+,gap_magnitude=gap_0_0_5 & round_phase=early_r2_4 & max_risk_level=risk_0.6,3,28,0.05622489959839357,0.32142857142857145,0.5602409638554217,-0.2388123924268502,0.2388123924268502,safe_rule
