scope,residual_signature,n,events,unsafe_rate,formula,params,loglik,bic,aic,payload_json,formula_text,archetype,model_slug,family
signature,ambiguous_AS|AU|CAS,149,66,0.4429530201342282,gap_plus_lag,4,-96.0430095898566,212.10180440349504,200.0860191797132,"{""coef"": [-0.46555266348989616, -0.9352024947912726, -0.6591876195798251], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 0.6224042305909652}",logit P(U) = 0.62 + -0.47*gap + -0.94*opp_prevU + -0.66*own_prevU,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AS|AU|CAS,149,66,0.4429530201342282,abs_gap,2,-101.95354201485824,213.9149766416074,207.9070840297165,"{""coef"": [0.20075848612854133], ""features"": [""abs_gap""], ""intercept"": -0.4019684802887499}",logit P(U) = -0.40 + 0.20*|gap|,unsafe rises when the race is uneven,,
signature,ambiguous_AS|AU|CAS,149,66,0.4429530201342282,step_low_gap,3,-99.95012250146564,214.91208392076766,205.90024500293129,"{""loglik"": -99.95012250146564, ""n_left"": 25, ""n_right"": 124, ""p_left"": 0.6346153846153846, ""p_right"": 0.404, ""threshold"": -1.25}","P(U)= 0.63 if gap <= -1.25, else 0.40",threshold rule concentrated on behind/low-gap side,,
signature,ambiguous_AS|AU|CAS,149,66,0.4429530201342282,step_high_gap,3,-99.95012250146564,214.91208392076766,205.90024500293129,"{""loglik"": -99.95012250146564, ""n_left"": 124, ""n_right"": 25, ""p_left"": 0.404, ""p_right"": 0.6346153846153846, ""threshold"": -1.25}","P(U)= 0.40 if gap >= -1.25, else 0.63",threshold rule concentrated on below-threshold side,,
signature,ambiguous_AS|AU|CAS,149,66,0.4429530201342282,quadratic_gap,3,-100.73364190266572,216.47912272316782,207.46728380533145,"{""coef"": [-0.22834464373986402, 0.07590800791523314], ""features"": [""gap"", ""gap_sq""], ""intercept"": -0.3299305119778502}",logit P(U) = -0.33 + -0.23*gap + 0.08*gap^2,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AS|AU|CAS,149,66,0.4429530201342282,direction_bins,3,-101.78147441224755,218.57478774233147,209.5629488244951,"{""coef"": [0.32906312735978444, -0.13352763497377385], ""features"": [""behind"", ""ahead""], ""intercept"": -0.27196700965819287}",logit P(U) = -0.27 + 0.33*behind + -0.13*ahead,gap effect is present but shallow,,
signature,ambiguous_AS|AU|CS,444,245,0.5518018018018018,gap_plus_lag,4,-282.1180593616561,588.6194169730411,572.2361187233122,"{""coef"": [-0.6047045354384283, -1.042346638459466, -0.5021383573729188], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 1.2590767989448393}",logit P(U) = 1.26 + -0.60*gap + -1.04*opp_prevU + -0.50*own_prevU,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AS|AU|CS,444,245,0.5518018018018018,abs_gap,2,-288.8239646295808,589.839578384026,581.6479292591616,"{""coef"": [-0.5987329699834852], ""features"": [""abs_gap""], ""intercept"": 0.9402474795884854}",logit P(U) = 0.94 + -0.60*|gap|,gap magnitude is weak,,
signature,ambiguous_AS|AU|CS,444,245,0.5518018018018018,linear_gap,2,-290.76904400444516,593.7297371337547,585.5380880088903,"{""coef"": [-0.4833956906392365], ""features"": [""gap""], ""intercept"": 0.7360202346022595}",logit P(U) = 0.74 + -0.48*gap,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AS|AU|CS,444,245,0.5518018018018018,step_low_gap,3,-288.1480393995798,594.5835524864563,582.2960787991595,"{""loglik"": -288.1480393995798, ""n_left"": 324, ""n_right"": 120, ""p_left"": 0.6353846153846154, ""p_right"": 0.32644628099173556, ""threshold"": 1.75}","P(U)= 0.64 if gap <= 1.75, else 0.33",threshold rule concentrated on behind/low-gap side,,
signature,ambiguous_AS|AU|CS,444,245,0.5518018018018018,step_high_gap,3,-288.1480393995798,594.5835524864563,582.2960787991595,"{""loglik"": -288.1480393995798, ""n_left"": 120, ""n_right"": 324, ""p_left"": 0.32644628099173556, ""p_right"": 0.6353846153846154, ""threshold"": 1.75}","P(U)= 0.33 if gap >= 1.75, else 0.64",threshold rule concentrated on below-threshold side,,
signature,ambiguous_AS|AU|CS,444,245,0.5518018018018018,quadratic_gap,3,-289.51314804546143,597.3137697782196,585.0262960909229,"{""coef"": [-0.2236723998400641, -0.11185521180877821], ""features"": [""gap"", ""gap_sq""], ""intercept"": 0.7113417636153252}",logit P(U) = 0.71 + -0.22*gap + -0.11*gap^2,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AS|AU|CS,444,245,0.5518018018018018,direction_bins,3,-298.8194679710416,615.9264096293799,603.6389359420832,"{""coef"": [-0.182464476400741, -0.7208788324756729], ""features"": [""behind"", ""ahead""], ""intercept"": 0.6339249073784844}",logit P(U) = 0.63 + -0.18*behind + -0.72*ahead,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AS|AU|CS,444,245,0.5518018018018018,constant,1,-305.370196179686,616.8362169218042,612.740392359372,"{""p"": 0.5516853932584269}",P(U) = 0.55,mixed residual not explained by gap,,
signature,ambiguous_AS|CAS,489,115,0.23517382413087934,step_low_gap,3,-247.33283061425522,513.242748696935,500.66566122851043,"{""loglik"": -247.33283061425522, ""n_left"": 115, ""n_right"": 374, ""p_left"": 0.46120689655172414, ""p_right"": 0.16666666666666666, ""threshold"": -0.5}","P(U)= 0.46 if gap <= -0.50, else 0.17",threshold rule concentrated on behind/low-gap side,,
signature,ambiguous_AS|CAS,489,115,0.23517382413087934,step_high_gap,3,-247.33283061425522,513.242748696935,500.66566122851043,"{""loglik"": -247.33283061425522, ""n_left"": 374, ""n_right"": 115, ""p_left"": 0.16666666666666666, ""p_right"": 0.46120689655172414, ""threshold"": -0.25}","P(U)= 0.17 if gap >= -0.25, else 0.46",threshold rule concentrated on below-threshold side,,
signature,ambiguous_AS|CAS,489,115,0.23517382413087934,gap_plus_lag,4,-246.15364488525927,517.076739728418,500.30728977051854,"{""coef"": [-0.6533390814556308, 0.3815270992553045, -1.156988701445179], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -1.0040894686362043}",logit P(U) = -1.00 + -0.65*gap + 0.38*opp_prevU + -1.16*own_prevU,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AS|CAS,489,115,0.23517382413087934,linear_gap,2,-255.80265509991568,523.9900351787811,515.6053101998314,"{""coef"": [-0.9122307676399091], ""features"": [""gap""], ""intercept"": -1.1972465297573753}",logit P(U) = -1.20 + -0.91*gap,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AS|CAS,489,115,0.23517382413087934,quadratic_gap,3,-252.87291043436954,524.3229083371637,511.7458208687391,"{""coef"": [-0.863689191354954, 0.4351991494926102], ""features"": [""gap"", ""gap_sq""], ""intercept"": -1.334415431335689}",logit P(U) = -1.33 + -0.86*gap + 0.44*gap^2,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AS|CAS,489,115,0.23517382413087934,abs_gap,2,-261.63334092205906,535.6514068230679,527.2666818441181,"{""coef"": [0.7681501146274964], ""features"": [""abs_gap""], ""intercept"": -1.5024689602720152}",logit P(U) = -1.50 + 0.77*|gap|,unsafe rises when the race is uneven,,
signature,ambiguous_AS|CAS,489,115,0.23517382413087934,direction_bins,3,-260.2469441800955,539.0709758286156,526.493888360191,"{""coef"": [1.261349601415595, 0.09635324965969262], ""features"": [""behind"", ""ahead""], ""intercept"": -1.3124643312787412}",logit P(U) = -1.31 + 1.26*behind + 0.10*ahead,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AS|CAS,489,115,0.23517382413087934,constant,1,-266.7267909985517,539.6459444865782,535.4535819971034,"{""p"": 0.2357142857142857}",P(U) = 0.24,residual is mostly unconditional safe,,
signature,ambiguous_AS|CS,12300,964,0.0783739837398374,step_low_gap,3,-2954.58278148474,5937.417626593561,5915.16556296948,"{""loglik"": -2954.58278148474, ""n_left"": 10935, ""n_right"": 1365, ""p_left"": 0.0476865398683248, ""p_right"": 0.3246705710102489, ""threshold"": 0.0}","P(U)= 0.05 if gap <= 0.00, else 0.32",threshold rule concentrated on above-threshold side,,
signature,ambiguous_AS|CS,12300,964,0.0783739837398374,step_high_gap,3,-2954.58278148474,5937.417626593561,5915.16556296948,"{""loglik"": -2954.58278148474, ""n_left"": 1365, ""n_right"": 10935, ""p_left"": 0.3246705710102489, ""p_right"": 0.0476865398683248, ""threshold"": 0.25}","P(U)= 0.32 if gap >= 0.25, else 0.05",threshold rule concentrated on ahead/high-gap side,,
signature,ambiguous_AS|CS,12300,964,0.0783739837398374,gap_plus_lag,4,-2955.1425977439567,5947.954613653355,5918.285195487913,"{""coef"": [0.9479013913374286, 3.3067298456678693, 0.3899648109247043], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -2.9241750523600922}",logit P(U) = -2.92 + 0.95*gap + 3.31*opp_prevU + 0.39*own_prevU,leader-pressure rule: unsafe rises when ahead,,
signature,ambiguous_AS|CS,12300,964,0.0783739837398374,abs_gap,2,-3011.8513324118558,6042.537373906433,6027.7026648237115,"{""coef"": [1.3788429234611554], ""features"": [""abs_gap""], ""intercept"": -2.867948847141752}",logit P(U) = -2.87 + 1.38*|gap|,unsafe rises when the race is uneven,,
signature,ambiguous_AS|CS,12300,964,0.0783739837398374,direction_bins,3,-3058.6954563404233,6145.642976304928,6123.390912680847,"{""coef"": [3.056583994050839, 2.0084240810476017], ""features"": [""behind"", ""ahead""], ""intercept"": -2.812071298695873}",logit P(U) = -2.81 + 3.06*behind + 2.01*ahead,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AS|CS,12300,964,0.0783739837398374,quadratic_gap,3,-3251.555108133711,6531.362279891504,6509.110216267422,"{""coef"": [-0.19778814374334713, 0.4582603644217607], ""features"": [""gap"", ""gap_sq""], ""intercept"": -2.608096897913836}",logit P(U) = -2.61 + -0.20*gap + 0.46*gap^2,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AS|CS,12300,964,0.0783739837398374,linear_gap,2,-3299.7487962221107,6618.3323015269425,6603.4975924442215,"{""coef"": [0.7104697087112306], ""features"": [""gap""], ""intercept"": -2.591963076925688}",logit P(U) = -2.59 + 0.71*gap,leader-pressure rule: unsafe rises when ahead,,
signature,ambiguous_AS|CS,12300,964,0.0783739837398374,constant,1,-3379.7941251150396,6769.00560477144,6761.588250230079,"{""p"": 0.07840825949109828}",P(U) = 0.08,residual is mostly unconditional safe,,
signature,ambiguous_AU|CAS,3980,3278,0.8236180904522613,gap_plus_lag,4,-1583.8443751012865,3200.844898595687,3175.688750202573,"{""coef"": [0.384550836173204, 2.649272680773627, -0.6120395607096563], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 0.06987544257443996}",logit P(U) = 0.07 + 0.38*gap + 2.65*opp_prevU + -0.61*own_prevU,leader-pressure rule: unsafe rises when ahead,,
signature,ambiguous_AU|CAS,3980,3278,0.8236180904522613,abs_gap,2,-1660.3388428721207,3337.2557599407983,3324.6776857442414,"{""coef"": [-1.3258620771592486], ""features"": [""abs_gap""], ""intercept"": 2.105282415460625}",logit P(U) = 2.11 + -1.33*|gap|,gap magnitude is weak,,
signature,ambiguous_AU|CAS,3980,3278,0.8236180904522613,step_low_gap,3,-1677.5272001684807,3379.921511631797,3361.0544003369614,"{""loglik"": -1677.5272001684807, ""n_left"": 3144, ""n_right"": 836, ""p_left"": 0.8866454689984101, ""p_right"": 0.5860215053763441, ""threshold"": 0.0}","P(U)= 0.89 if gap <= 0.00, else 0.59",threshold rule concentrated on behind/low-gap side,,
signature,ambiguous_AU|CAS,3980,3278,0.8236180904522613,step_high_gap,3,-1677.5272001684807,3379.921511631797,3361.0544003369614,"{""loglik"": -1677.5272001684807, ""n_left"": 836, ""n_right"": 3144, ""p_left"": 0.5860215053763441, ""p_right"": 0.8866454689984101, ""threshold"": 0.25}","P(U)= 0.59 if gap >= 0.25, else 0.89",threshold rule concentrated on below-threshold side,,
signature,ambiguous_AU|CAS,3980,3278,0.8236180904522613,direction_bins,3,-1694.0004313412198,3412.867973977275,3394.0008626824397,"{""coef"": [-1.1630748802705138, -2.0644452788452723], ""features"": [""behind"", ""ahead""], ""intercept"": 1.9158858138364379}",logit P(U) = 1.92 + -1.16*behind + -2.06*ahead,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AU|CAS,3980,3278,0.8236180904522613,quadratic_gap,3,-1719.1218821259904,3463.1108755468163,3444.243764251981,"{""coef"": [-0.4659328999485881, -0.4501934427680648], ""features"": [""gap"", ""gap_sq""], ""intercept"": 1.8202091609598703}",logit P(U) = 1.82 + -0.47*gap + -0.45*gap^2,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AU|CAS,3980,3278,0.8236180904522613,linear_gap,2,-1786.5290930403207,3589.6362602771983,3577.0581860806415,"{""coef"": [-0.7641097304843777], ""features"": [""gap""], ""intercept"": 1.6540733637370275}",logit P(U) = 1.65 + -0.76*gap,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AU|CAS,3980,3278,0.8236180904522613,constant,1,-1854.133339024672,3716.555715147623,3710.266678049344,"{""p"": 0.8235367997990455}",P(U) = 0.82,residual is mostly unconditional unsafe,,
signature,ambiguous_AU|CS,553,397,0.7179023508137432,linear_gap,2,-310.40139055562656,633.4334971142978,624.8027811112531,"{""coef"": [-0.6166627978061577], ""features"": [""gap""], ""intercept"": 0.9575943979018618}",logit P(U) = 0.96 + -0.62*gap,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AU|CS,553,397,0.7179023508137432,quadratic_gap,3,-310.3791005919976,639.7042751885622,626.7582011839952,"{""coef"": [-0.5996712374971652, -0.021061324610920095], ""features"": [""gap"", ""gap_sq""], ""intercept"": 0.9746750842786667}",logit P(U) = 0.97 + -0.60*gap + -0.02*gap^2,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AU|CS,553,397,0.7179023508137432,gap_plus_lag,4,-309.0510324737635,643.3634969536163,626.102064947527,"{""coef"": [-0.7185346418394499, -0.310819749196179, 0.25095927599330087], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 0.9825779558360407}",logit P(U) = 0.98 + -0.72*gap + -0.31*opp_prevU + 0.25*own_prevU,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AU|CS,553,397,0.7179023508137432,direction_bins,3,-312.75923168818684,644.4645373809407,631.5184633763737,"{""coef"": [0.9850023693869405, -0.7884764574003572], ""features"": [""behind"", ""ahead""], ""intercept"": 0.9512227693907153}",logit P(U) = 0.95 + 0.99*behind + -0.79*ahead,catch-up rule: unsafe rises when behind,,
signature,ambiguous_AU|CS,553,397,0.7179023508137432,step_low_gap,3,-317.9953922814772,654.9368585675214,641.9907845629544,"{""loglik"": -317.9953922814772, ""n_left"": 524, ""n_right"": 29, ""p_left"": 0.74, ""p_right"": 0.31666666666666665, ""threshold"": 1.75}","P(U)= 0.74 if gap <= 1.75, else 0.32",threshold rule concentrated on behind/low-gap side,,
signature,ambiguous_AU|CS,553,397,0.7179023508137432,step_high_gap,3,-317.9953922814772,654.9368585675214,641.9907845629544,"{""loglik"": -317.9953922814772, ""n_left"": 29, ""n_right"": 524, ""p_left"": 0.31666666666666665, ""p_right"": 0.74, ""threshold"": 1.75}","P(U)= 0.32 if gap >= 1.75, else 0.74",threshold rule concentrated on below-threshold side,,
signature,ambiguous_AU|CS,553,397,0.7179023508137432,constant,1,-328.9929453788641,664.3012487592505,659.9858907577282,"{""p"": 0.7175090252707581}",P(U) = 0.72,residual is mostly unconditional unsafe,,
signature,ambiguous_AU|CS,553,397,0.7179023508137432,abs_gap,2,-326.31869835439625,665.2681127118371,656.6373967087925,"{""coef"": [-0.39677979366341737], ""features"": [""abs_gap""], ""intercept"": 1.2426924519598093}",logit P(U) = 1.24 + -0.40*|gap|,gap magnitude is weak,,
signature,near_AS,10454,2767,0.2646833747847714,gap_plus_lag,4,-5557.877921166764,11152.77480217062,11123.755842333529,"{""coef"": [0.027461311797992015, -1.0593509995670864, -1.0273755693447186], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -0.3239237529827706}",logit P(U) = -0.32 + 0.03*gap + -1.06*opp_prevU + -1.03*own_prevU,gap effect is present but shallow,,
signature,near_AS,10454,2767,0.2646833747847714,abs_gap,2,-6011.462542231968,12041.434564382482,12026.925084463935,"{""coef"": [-0.18255135850743623], ""features"": [""abs_gap""], ""intercept"": -0.8708509876512656}",logit P(U) = -0.87 + -0.18*|gap|,gap magnitude is weak,,
signature,near_AS,10454,2767,0.2646833747847714,linear_gap,2,-6016.40170108226,12051.312882083066,12036.80340216452,"{""coef"": [0.14432743470833953], ""features"": [""gap""], ""intercept"": -0.9284851533222205}",logit P(U) = -0.93 + 0.14*gap,gap effect is present but shallow,,
signature,near_AS,10454,2767,0.2646833747847714,quadratic_gap,3,-6014.1895524324045,12056.143324742628,12034.379104864809,"{""coef"": [0.08852100742516779, -0.023642190601734586], ""features"": [""gap"", ""gap_sq""], ""intercept"": -0.9275039827241017}",logit P(U) = -0.93 + 0.09*gap + -0.02*gap^2,gap effect is present but shallow,,
signature,near_AS,10454,2767,0.2646833747847714,direction_bins,3,-6015.763348113254,12059.290916104328,12037.526696226509,"{""coef"": [-0.33732812834851245, -0.08486235688590398], ""features"": [""behind"", ""ahead""], ""intercept"": -0.9012742948721195}",logit P(U) = -0.90 + -0.34*behind + -0.08*ahead,gap effect is present but shallow,,
signature,near_AS,10454,2767,0.2646833747847714,step_low_gap,3,-6016.031989631185,12059.82819914019,12038.06397926237,"{""loglik"": -6016.031989631185, ""n_left"": 3821, ""n_right"": 6633, ""p_left"": 0.22462061747776033, ""p_right"": 0.2878353934277962, ""threshold"": -1.0}","P(U)= 0.22 if gap <= -1.00, else 0.29",threshold rule concentrated on above-threshold side,,
signature,near_AS,10454,2767,0.2646833747847714,step_high_gap,3,-6016.031989631185,12059.82819914019,12038.06397926237,"{""loglik"": -6016.031989631185, ""n_left"": 6633, ""n_right"": 3821, ""p_left"": 0.2878353934277962, ""p_right"": 0.22462061747776033, ""threshold"": -0.75}","P(U)= 0.29 if gap >= -0.75, else 0.22",threshold rule concentrated on ahead/high-gap side,,
signature,near_AS,10454,2767,0.2646833747847714,constant,1,-6041.354053086172,12091.962846131617,12084.708106172344,"{""p"": 0.2647058823529412}",P(U) = 0.26,residual is mostly unconditional safe,,
signature,near_AU,9462,6829,0.7217290213485521,gap_plus_lag,4,-5285.524158635566,10607.668473495896,10579.048317271132,"{""coef"": [-0.28244529405679714, -0.9615004751496583, -0.7492645686589535], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": 2.149250465418843}",logit P(U) = 2.15 + -0.28*gap + -0.96*opp_prevU + -0.75*own_prevU,gap effect is present but shallow,,
signature,near_AU,9462,6829,0.7217290213485521,step_low_gap,3,-5538.343831492432,11104.152780153438,11082.687662984865,"{""loglik"": -5538.343831492432, ""n_left"": 5739, ""n_right"": 3723, ""p_left"": 0.761411149825784, ""p_right"": 0.6604457572502686, ""threshold"": 1.0}","P(U)= 0.76 if gap <= 1.00, else 0.66",threshold rule concentrated on behind/low-gap side,,
signature,near_AU,9462,6829,0.7217290213485521,step_high_gap,3,-5538.343831492432,11104.152780153438,11082.687662984865,"{""loglik"": -5538.343831492432, ""n_left"": 3723, ""n_right"": 5739, ""p_left"": 0.6604457572502686, ""p_right"": 0.761411149825784, ""threshold"": 1.25}","P(U)= 0.66 if gap >= 1.25, else 0.76",threshold rule concentrated on below-threshold side,,
signature,near_AU,9462,6829,0.7217290213485521,quadratic_gap,3,-5550.547793662929,11128.56070449443,11107.095587325857,"{""coef"": [-0.30344443319006126, 0.037601014469437054], ""features"": [""gap"", ""gap_sq""], ""intercept"": 1.2142279257283817}",logit P(U) = 1.21 + -0.30*gap + 0.04*gap^2,catch-up rule: unsafe rises when behind,,
signature,near_AU,9462,6829,0.7217290213485521,linear_gap,2,-5557.075966579412,11132.462011271207,11118.151933158824,"{""coef"": [-0.15959299854276485], ""features"": [""gap""], ""intercept"": 1.1498570476496213}",logit P(U) = 1.15 + -0.16*gap,gap effect is present but shallow,,
signature,near_AU,9462,6829,0.7217290213485521,abs_gap,2,-5558.147684158597,11134.605446429578,11120.295368317195,"{""coef"": [-0.16416956455632378], ""features"": [""abs_gap""], ""intercept"": 1.163968930904919}",logit P(U) = 1.16 + -0.16*|gap|,gap magnitude is weak,,
signature,near_AU,9462,6829,0.7217290213485521,direction_bins,3,-5571.122220386594,11169.70955794176,11148.244440773187,"{""coef"": [-0.02678851468953843, -0.3219227476581422], ""features"": [""behind"", ""ahead""], ""intercept"": 1.1373702392055542}",logit P(U) = 1.14 + -0.03*behind + -0.32*ahead,gap effect is present but shallow,,
signature,near_AU,9462,6829,0.7217290213485521,constant,1,-5595.002666383588,11199.160371823367,11192.005332767176,"{""p"": 0.7217055901933848}",P(U) = 0.72,residual is mostly unconditional unsafe,,
signature,near_CAS,2645,1272,0.48090737240075615,gap_plus_lag,4,-1465.103179663236,2961.7280647036414,2938.206359326472,"{""coef"": [-0.14564324451079375, 2.1088609162914342, -0.8569793583062687], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -0.34409819308297884}",logit P(U) = -0.34 + -0.15*gap + 2.11*opp_prevU + -0.86*own_prevU,catch-up rule: unsafe rises when behind,,
signature,near_CAS,2645,1272,0.48090737240075615,step_low_gap,3,-1676.2870914382775,3376.215461909432,3358.574182876555,"{""loglik"": -1676.2870914382775, ""n_left"": 1065, ""n_right"": 1580, ""p_left"": 0.6871482176360225, ""p_right"": 0.34187223276407336, ""threshold"": 0.0}","P(U)= 0.69 if gap <= 0.00, else 0.34",threshold rule concentrated on behind/low-gap side,,
signature,near_CAS,2645,1272,0.48090737240075615,step_high_gap,3,-1676.2870914382775,3376.215461909432,3358.574182876555,"{""loglik"": -1676.2870914382775, ""n_left"": 1580, ""n_right"": 1065, ""p_left"": 0.34187223276407336, ""p_right"": 0.6871482176360225, ""threshold"": 0.25}","P(U)= 0.34 if gap >= 0.25, else 0.69",threshold rule concentrated on below-threshold side,,
signature,near_CAS,2645,1272,0.48090737240075615,quadratic_gap,3,-1687.727310500207,3399.0959000332914,3381.454621000414,"{""coef"": [-1.5504768448475805, 0.34131833131345446], ""features"": [""gap"", ""gap_sq""], ""intercept"": 0.44963026938456435}",logit P(U) = 0.45 + -1.55*gap + 0.34*gap^2,catch-up rule: unsafe rises when behind,,
signature,near_CAS,2645,1272,0.48090737240075615,linear_gap,2,-1712.1439558301643,3440.048764348913,3428.2879116603285,"{""coef"": [-0.8794367851107688], ""features"": [""gap""], ""intercept"": 0.3600998207884033}",logit P(U) = 0.36 + -0.88*gap,catch-up rule: unsafe rises when behind,,
signature,near_CAS,2645,1272,0.48090737240075615,abs_gap,2,-1752.5042775196107,3520.769407727806,3509.0085550392214,"{""coef"": [-0.7590950672344786], ""features"": [""abs_gap""], ""intercept"": 0.37222483307345067}",logit P(U) = 0.37 + -0.76*|gap|,gap magnitude is weak,,
signature,near_CAS,2645,1272,0.48090737240075615,direction_bins,3,-1770.097935449939,3563.8371499327554,3546.195870899878,"{""coef"": [0.9932727425960188, -0.9853467084838866], ""features"": [""behind"", ""ahead""], ""intercept"": 0.1435449635080452}",logit P(U) = 0.14 + 0.99*behind + -0.99*ahead,catch-up rule: unsafe rises when behind,,
signature,near_CAS,2645,1272,0.48090737240075615,constant,1,-1831.4454685689166,3670.7713634821257,3664.890937137833,"{""p"": 0.4809145880574452}",P(U) = 0.48,mixed residual not explained by gap,,
signature,near_CS,2092,1155,0.5521032504780115,gap_plus_lag,4,-1186.9389093553636,2404.4613220114666,2381.8778187107273,"{""coef"": [-0.3029686327380203, 1.7980654513232477, -0.48966117064554476], ""features"": [""gap"", ""opp_prev_unsafe"", ""own_prev_unsafe""], ""intercept"": -0.5411713004112457}",logit P(U) = -0.54 + -0.30*gap + 1.80*opp_prevU + -0.49*own_prevU,catch-up rule: unsafe rises when behind,,
signature,near_CS,2092,1155,0.5521032504780115,step_low_gap,3,-1252.7232499048662,2528.384127285287,2511.4464998097324,"{""loglik"": -1252.7232499048662, ""n_left"": 1189, ""n_right"": 903, ""p_left"": 0.7323529411764705, ""p_right"": 0.314712389380531, ""threshold"": -0.5}","P(U)= 0.73 if gap <= -0.50, else 0.31",threshold rule concentrated on behind/low-gap side,,
