provider,family,persona_mode,experiment_mode,condition,model_slug,max_private_risk,players,unsafe_frequency_mean,unsafe_frequency_sd,final_payoff_mean,final_payoff_sd,setback_rate
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R1,google-gemini-3-flash-preview,0.9,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R2,google-gemini-3-flash-preview,0.1,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R2,google-gemini-3-flash-preview,0.6,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R2,google-gemini-3-flash-preview,0.9,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R3,google-gemini-3-flash-preview,0.1,20,0.5672693278943279,0.10710869432390817,59.379999999999995,53.43316139666552,0.05
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R3,google-gemini-3-flash-preview,0.6,20,0.3672267316017316,0.09860722198724449,40.519999999999996,44.761421359305196,0.2
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R3,google-gemini-3-flash-preview,0.9,20,0.2859561272061272,0.0820071342345555,49.55,38.41347762384831,0.2
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R4,google-gemini-3-flash-preview,0.1,20,0.7086633505383506,0.0968543735601109,63.2,49.41029085226339,0.05
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R4,google-gemini-3-flash-preview,0.6,20,0.48931769619269616,0.108610846271808,40.74,45.2746984063889,0.25
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R4,google-gemini-3-flash-preview,0.9,20,0.3529588467088467,0.09532654251080509,33.65,44.21725669321519,0.3
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R5,google-gemini-3-flash-preview,0.1,20,0.8974714868464868,0.09430313909878629,62.23,53.8203356206164,0.05
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R5,google-gemini-3-flash-preview,0.6,20,0.7145076451326451,0.1321332609334513,30.889999999999997,45.151230093402425,0.3
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R5,google-gemini-3-flash-preview,0.9,20,0.6277933871683872,0.12581843477319715,24.470000000000002,40.53948173012783,0.35
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R6,google-gemini-3-flash-preview,0.1,20,0.9064969058719059,0.11147042709353353,62.279999999999994,54.07621911417449,0.05
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R6,google-gemini-3-flash-preview,0.6,20,0.7527702852702853,0.21993678055808571,30.689999999999998,45.711151466803514,0.3
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R1_R6,google-gemini-3-flash-preview,0.9,20,0.6757311438561439,0.1898956988602987,24.31,41.117468435280834,0.35
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R1,google-gemini-3-flash-preview,0.1,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R1,google-gemini-3-flash-preview,0.6,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R1,google-gemini-3-flash-preview,0.9,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R2,google-gemini-3-flash-preview,0.1,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R2,google-gemini-3-flash-preview,0.6,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R2,google-gemini-3-flash-preview,0.9,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R3,google-gemini-3-flash-preview,0.1,20,0.5681779331779332,0.09976876850813447,59.379999999999995,41.98650911148033,0.05
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R3,google-gemini-3-flash-preview,0.6,20,0.4300322594072594,0.04829554334332175,39.96,42.202798610119636,0.3
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R3,google-gemini-3-flash-preview,0.9,20,0.385994560994561,0.0826984791659949,32.96,42.3720662701266,0.4
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R4,google-gemini-3-flash-preview,0.1,20,0.7237860056610057,0.12498965325516428,57.879999999999995,52.81329178789828,0.1
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R4,google-gemini-3-flash-preview,0.6,20,0.5595386557886558,0.12044860313664839,38.92,48.647968530096534,0.25
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R4,google-gemini-3-flash-preview,0.9,20,0.46505265567765564,0.10132330808192153,36.64,42.60983825115361,0.35
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R5,google-gemini-3-flash-preview,0.1,20,0.9389794233544233,0.07046543698492583,62.58,53.75573996279252,0.05
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R5,google-gemini-3-flash-preview,0.6,20,0.7970300532800533,0.08976877152235707,31.46,45.00508041496976,0.3
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R5,google-gemini-3-flash-preview,0.9,20,0.6932416194916196,0.1495755777794965,24.78,40.372992536048024,0.35
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R6,google-gemini-3-flash-preview,0.1,20,0.9358544233544233,0.0719056559518159,62.529999999999994,53.827884575698654,0.05
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R6,google-gemini-3-flash-preview,0.6,20,0.8654539904539904,0.11686545666979122,25.73,40.68188656806419,0.35
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R2_R6,google-gemini-3-flash-preview,0.9,20,0.7740917415917415,0.1551610007056389,25.119999999999997,40.80605734188827,0.35
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R3_R1,google-gemini-3-flash-preview,0.1,20,0.5362767094017094,0.09168792293521162,64.45,44.06262887252524,0.0
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R3_R1,google-gemini-3-flash-preview,0.6,20,0.35262154512154514,0.12790974386092405,53.58,46.31298101532998,0.1
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R3_R1,google-gemini-3-flash-preview,0.9,20,0.26834928959928955,0.0941099759195607,41.989999999999995,33.726608268000476,0.2
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R3_R2,google-gemini-3-flash-preview,0.1,12,0.5393518518518519,0.08269161863374588,61.083333333333336,37.704926934705966,0.0
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R3_R2,google-gemini-3-flash-preview,0.6,12,0.3968915343915344,0.09322807250491366,50.96666666666667,43.76456294420144,0.08333333333333333
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R3_R2,google-gemini-3-flash-preview,0.9,12,0.3109126984126984,0.13825515073143718,26.266666666666666,36.88383073511982,0.4166666666666667
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R3_R3,google-gemini-3-flash-preview,0.1,12,1.0,0.0,54.333333333333336,25.539037261463562,0.16666666666666666
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R3_R3,google-gemini-3-flash-preview,0.6,12,0.7852513227513227,0.1076742252639837,32.416666666666664,40.24700628806465,0.5
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R3_R3,google-gemini-3-flash-preview,0.9,12,0.5771825396825397,0.06536984673764024,32.050000000000004,38.9944634764755,0.4166666666666667
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R3_R4,google-gemini-3-flash-preview,0.1,8,1.0,0.0,75.0,4.898979485566356,0.0
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R3_R4,google-gemini-3-flash-preview,0.6,8,0.8752185314685315,0.08428307768759888,20.325,31.636134403558223,0.625
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R3_R4,google-gemini-3-flash-preview,0.9,8,0.6402753496503496,0.10912899285855832,27.95,42.94724338401377,0.5
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R4_R1,google-gemini-3-flash-preview,0.1,20,0.7448971167721168,0.10818945751922313,60.92999999999999,53.59278329264708,0.05
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R4_R1,google-gemini-3-flash-preview,0.6,20,0.4351955683205683,0.14854419102296273,37.5,47.63282813133683,0.25
provider_google,family_gemini,persona_risk_aware,mode_risk_matrix,condition_R4_R1,google-gemini-3-flash-preview,0.9,20,0.38804001554001555,0.10295805101364158,37.25,44.532276881050294,0.25
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_R0_neutral,google-gemini-3-flash-preview,0.1,20,0.9923076923076923,0.023676423509657353,62.5,22.1727666056216,0.1
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_R0_neutral,google-gemini-3-flash-preview,0.6,20,0.7142733655233655,0.1114740880381267,27.660000000000004,32.876169580956194,0.5
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_R0_neutral,google-gemini-3-flash-preview,0.9,20,0.6162027555777556,0.07402598270021832,31.389999999999997,39.07070379116356,0.4
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_Rminus_risk_averse,google-gemini-3-flash-preview,0.1,20,0.40455100455100457,0.09037484643317222,63.0,23.775529215428296,0.0
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_Rminus_risk_averse,google-gemini-3-flash-preview,0.6,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_Rminus_risk_averse,google-gemini-3-flash-preview,0.9,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_Rplus_risk_seeking,google-gemini-3-flash-preview,0.1,20,1.0,0.0,62.6,22.234160535915045,0.1
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_Rplus_risk_seeking,google-gemini-3-flash-preview,0.6,20,1.0,0.0,23.9,33.50710843671047,0.65
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_Rplus_risk_seeking,google-gemini-3-flash-preview,0.9,20,1.0,0.0,3.4,15.20526224699857,0.95
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_S_AA_adv_adv,google-gemini-3-flash-preview,0.1,6,1.0,0.0,54.0,26.623298067669978,0.16666666666666666
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_S_AA_adv_adv,google-gemini-3-flash-preview,0.6,6,1.0,0.0,32.666666666666664,35.81433604950211,0.5
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_S_AA_adv_adv,google-gemini-3-flash-preview,0.9,6,0.9523809523809524,0.07377111135633176,32.333333333333336,35.466416039214714,0.5
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_S_AC_adv_coop,google-gemini-3-flash-preview,0.1,6,0.29365079365079366,0.30245655847688946,40.46666666666667,55.6271396592227,0.16666666666666666
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_S_AC_adv_coop,google-gemini-3-flash-preview,0.6,6,0.2788359788359788,0.21937786622660965,40.699999999999996,55.30942053574599,0.16666666666666666
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_S_AC_adv_coop,google-gemini-3-flash-preview,0.9,6,0.15132275132275133,0.17528486455098385,40.03333333333333,54.886416048660585,0.16666666666666666
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_S_CA_coop_adv,google-gemini-3-flash-preview,0.1,6,0.5222222222222223,0.23200029539255396,60.833333333333336,57.18718970771922,0.0
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_S_CA_coop_adv,google-gemini-3-flash-preview,0.6,6,0.24550264550264547,0.2471845326141691,40.46666666666667,55.4917891824247,0.16666666666666666
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_S_CA_coop_adv,google-gemini-3-flash-preview,0.9,6,0.1751322751322751,0.20446432582682794,40.199999999999996,55.29368860909896,0.16666666666666666
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_S_CC_coop_coop,google-gemini-3-flash-preview,0.1,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_S_CC_coop_coop,google-gemini-3-flash-preview,0.6,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_google,family_gemini,persona_risk_aware,mode_strategy_persona,condition_S_CC_coop_coop,google-gemini-3-flash-preview,0.9,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_openai,family_chatgpt,persona_none,mode_baseline,condition_nonpersona,gpt-5-nano,0.1,20,0.12303862803862801,0.09727084383761012,60.4,24.039441275580955,0.0
provider_openai,family_chatgpt,persona_none,mode_baseline,condition_nonpersona,gpt-5-nano,0.6,20,0.15133699633699632,0.11967783782614437,49.71,29.310639347297908,0.1
provider_openai,family_chatgpt,persona_none,mode_baseline,condition_nonpersona,gpt-5-nano,0.9,20,0.14507076257076257,0.12095560126220985,51.879999999999995,39.685946074013074,0.1
provider_openai,family_chatgpt,persona_none,mode_baseline,condition_nonpersona,gpt-5.4-nano,0.1,20,0.5769413919413919,0.18984657321265166,64.75,53.89427759878349,0.0
provider_openai,family_chatgpt,persona_none,mode_baseline,condition_nonpersona,gpt-5.4-nano,0.6,20,0.4956769619269619,0.14850702412291086,46.589999999999996,51.04984045544428,0.2
provider_openai,family_chatgpt,persona_none,mode_baseline,condition_nonpersona,gpt-5.4-nano,0.9,20,0.5667745448995449,0.12953292159992963,23.82,36.665652936544824,0.35
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R1,gpt-5-nano,0.1,20,0.02,0.0894427190999916,59.4,17.111522741308438,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R1,gpt-5-nano,0.6,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R1,gpt-5-nano,0.9,20,0.01111111111111111,0.049690399499995326,59.4,17.1361114547459,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R1,gpt-5.4-nano,0.1,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R1,gpt-5.4-nano,0.6,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R1,gpt-5.4-nano,0.9,20,0.005555555555555555,0.024845199749997663,59.35,16.8486607307837,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R2,gpt-5-nano,0.1,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R2,gpt-5-nano,0.6,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R2,gpt-5-nano,0.9,20,0.01339285714285714,0.041324002720686315,59.4,23.585276406222064,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R2,gpt-5.4-nano,0.1,20,0.004545454545454545,0.020327890704543543,59.35,16.85490714115157,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R2,gpt-5.4-nano,0.6,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R2,gpt-5.4-nano,0.9,20,0.004545454545454545,0.020327890704543543,59.35,16.85490714115157,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R3,gpt-5-nano,0.1,20,0.02305555555555556,0.062498213099862004,59.5,28.964333784483074,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R3,gpt-5-nano,0.6,20,0.06760912698412698,0.11369924878420544,59.95,33.6825349089812,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R3,gpt-5-nano,0.9,20,0.0685290404040404,0.13803740048543142,54.39,34.59409593679549,0.05
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R3,gpt-5.4-nano,0.1,20,0.3210499222999223,0.36562568076093466,56.55,57.09478269094573,0.05
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R3,gpt-5.4-nano,0.6,20,0.2726662226662227,0.30150052087356854,44.79,55.020626754164226,0.15
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R3,gpt-5.4-nano,0.9,20,0.2800749250749251,0.29114690033116286,33.28,50.416764129237386,0.25
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R4,gpt-5-nano,0.1,20,0.26644903707403705,0.24754019522871423,61.8,55.3669101254721,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R4,gpt-5-nano,0.6,20,0.29147498334998334,0.3035319951134797,33.5,50.97080691822267,0.25
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R4,gpt-5-nano,0.9,20,0.31494165556665554,0.30791799397453545,27.060000000000002,46.45097472208284,0.3
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R4,gpt-5.4-nano,0.1,20,0.3600645188145188,0.3796492449654075,57.14,58.13168716484649,0.05
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R4,gpt-5.4-nano,0.6,20,0.3529369935619936,0.37808019897411765,33.57,51.97287855471504,0.25
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R4,gpt-5.4-nano,0.9,20,0.3340340215340215,0.3483778166851405,26.96,46.66970616667958,0.3
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R5,gpt-5-nano,0.1,20,0.302132104007104,0.2866331767773463,56.589999999999996,56.48640171711567,0.05
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R5,gpt-5-nano,0.6,20,0.24760038572538573,0.25306220952108327,38.980000000000004,52.84403666002736,0.2
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R5,gpt-5-nano,0.9,20,0.34999021811521813,0.3637250843326569,20.89,41.55688428622805,0.35
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R5,gpt-5.4-nano,0.1,20,0.44215277777777773,0.4537882195171164,57.75,59.28194453093134,0.05
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R5,gpt-5.4-nano,0.6,20,0.42229360916860914,0.4441213281791865,27.080000000000002,47.66013008794667,0.3
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R5,gpt-5.4-nano,0.9,20,0.4004382423132423,0.395984583903982,21.31,42.59515539539555,0.35
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R6,gpt-5-nano,0.1,20,0.30579483016983017,0.29407467971465534,56.54,56.25113238626261,0.05
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R6,gpt-5-nano,0.6,20,0.30405490342990343,0.3134876447090787,33.480000000000004,50.99809697171888,0.25
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R6,gpt-5-nano,0.9,20,0.28789620102120106,0.2975853135168547,33.21,50.12747854483764,0.25
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R6,gpt-5.4-nano,0.1,20,0.5,0.512989176042577,58.35,60.67344429077076,0.05
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R6,gpt-5.4-nano,0.6,20,0.4911477411477412,0.4880796107093643,27.2,48.27792347167432,0.3
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R1_R6,gpt-5.4-nano,0.9,20,0.5055555555555555,0.507865361558637,8.94,26.709674966987247,0.45
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R1,gpt-5-nano,0.1,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R1,gpt-5-nano,0.6,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R1,gpt-5-nano,0.9,20,0.003125,0.013975424859373685,59.35,16.87051304869878,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R1,gpt-5.4-nano,0.1,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R1,gpt-5.4-nano,0.6,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R1,gpt-5.4-nano,0.9,20,0.003846153846153845,0.01720052290384453,59.35,16.861151237463936,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R2,gpt-5-nano,0.1,20,0.00714285714285714,0.03194382824999698,59.35,16.842412003785658,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R2,gpt-5-nano,0.6,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R2,gpt-5-nano,0.9,20,0.00714285714285714,0.03194382824999698,59.35,16.842412003785658,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R2,gpt-5.4-nano,0.1,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R2,gpt-5.4-nano,0.6,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R2,gpt-5.4-nano,0.9,20,0.0,0.0,59.3,3.3419187681078593,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R3,gpt-5-nano,0.1,20,0.03685897435897435,0.0842415858118554,59.75,24.290251455871626,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R3,gpt-5-nano,0.6,20,0.03972763347763347,0.08723992933229198,59.7,29.332826949377132,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R3,gpt-5-nano,0.9,20,0.1007020757020757,0.16450433363277173,48.95,41.51235073032957,0.1
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R3,gpt-5.4-nano,0.1,20,0.2450967782217782,0.25641388074212124,61.6,55.72375473804025,0.0
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R3,gpt-5.4-nano,0.6,20,0.33924970862470866,0.36034133066019297,33.5,51.28272511028292,0.25
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R3,gpt-5.4-nano,0.9,20,0.24540612165612163,0.253166251703166,38.85,52.42682619864717,0.2
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R4,gpt-5-nano,0.1,20,0.23778346653346652,0.25424430358344113,55.989999999999995,55.51843600860983,0.05
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R4,gpt-5-nano,0.6,20,0.3156943750693751,0.317341393788515,33.62,51.345840809368894,0.25
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R4,gpt-5-nano,0.9,20,0.30237221112221113,0.2858595050991078,27.660000000000004,47.01494051446782,0.3
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R4,gpt-5.4-nano,0.1,20,0.3336112498612499,0.3429698650024021,56.989999999999995,57.69511426911568,0.05
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R4,gpt-5.4-nano,0.6,20,0.3457652763902764,0.3587883774309409,33.2,50.82394794002653,0.25
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R4,gpt-5.4-nano,0.9,20,0.27394272394272395,0.30571404018830944,38.980000000000004,52.804860222879995,0.2
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R5,gpt-5-nano,0.1,20,0.3008337495837496,0.3083132957898392,56.42,56.37569091652704,0.05
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R5,gpt-5-nano,0.6,20,0.2841878954378954,0.2944164058787914,38.760000000000005,52.72249494934976,0.2
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R5,gpt-5-nano,0.9,20,0.27024433899433903,0.28715750591051087,33.239999999999995,50.462684493750324,0.25
provider_openai,family_chatgpt,persona_risk_aware,mode_risk_matrix,condition_R2_R5,gpt-5.4-nano,0.1,20,0.44400051337551333,0.46129979348020067,57.8,59.56717570149379,0.05
