route,route_label,mutation_rule,beta,mutation,rmse_percentage_points,max_absolute_deviation_percentage_points,profile_mixing_suspect,well_mixed,theory_r0p1,theory_r0p6,theory_r0p9,observed_r0p1,observed_r0p6,observed_r0p9,is_reference,is_weak_selection_candidate
anthropic/claude-sonnet-5@default,Claude Sonnet 5,beta_over_Z,0.001,1e-05,17.584465823325875,23.385480037011575,True,False,0.8110517077332169,0.25001616737181975,0.49991230543663506,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,True
anthropic/claude-sonnet-5@default,Claude Sonnet 5,beta_over_Z,0.003,3e-05,23.768501956235983,32.22965869393225,True,False,0.9990651912612504,0.2509642361994359,0.0002840582219678214,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,True
anthropic/claude-sonnet-5@default,Claude Sonnet 5,beta_over_Z,0.01,0.0001,35.19931449713153,51.51976271448335,True,False,0.9997499150246996,0.999068594886769,0.014748521780981919,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,True
anthropic/claude-sonnet-5@default,Claude Sonnet 5,beta_over_Z,0.03,0.0003,34.37867158250889,51.246482436041994,True,False,0.9995515719901333,0.9963357921023555,0.03888727816516211,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,True
anthropic/claude-sonnet-5@default,Claude Sonnet 5,beta_over_Z,0.1,0.001,35.373600800710356,51.197881346884664,False,True,0.9991789736281751,0.9958497812107822,0.0033956751583790684,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,beta_over_Z,0.3,0.003,35.242926133197614,51.02880305994346,False,True,0.9983575323806984,0.9941589983413701,0.004754010962049355,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,beta_over_Z,1.0,0.01,34.77156157237278,50.40565142924187,False,True,0.9955271863143178,0.9879274820343542,0.009490661745564094,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,beta_over_Z,2.0,0.02,34.06918808147612,49.600945168532796,False,True,0.9917087217738774,0.9798804194272634,0.01870601345071246,0.8924731182795699,0.4838709677419355,0.3225806451612903,True,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,beta_over_Z,3.0,0.03,33.318814622221495,48.730075766382164,False,True,0.9877162693610754,0.9711717254057571,0.02845527036115639,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,beta_over_Z,10.0,0.1,28.031518449020293,42.27662589526088,False,True,0.9570690964496065,0.9066372266945443,0.09274188023508938,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,fixed_0p05,0.001,0.05,20.031763622591786,30.870085693570005,False,True,0.5837722613438698,0.51567645693017,0.47773752684585835,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,True
anthropic/claude-sonnet-5@default,Claude Sonnet 5,fixed_0p05,0.003,0.05,13.396214216618645,19.214508145883038,False,True,0.7003280368207395,0.5415708650749385,0.4391506075023712,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,True
anthropic/claude-sonnet-5@default,Claude Sonnet 5,fixed_0p05,0.01,0.05,9.634883464968308,15.553702566155359,False,True,0.8733404856015274,0.6394079934034891,0.37995197798719077,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,True
anthropic/claude-sonnet-5@default,Claude Sonnet 5,fixed_0p05,0.03,0.05,16.637733906901573,27.176713468642067,False,True,0.9482312529627954,0.7556381024283562,0.24461968192943376,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,True
anthropic/claude-sonnet-5@default,Claude Sonnet 5,fixed_0p05,0.1,0.05,25.939076376041914,38.96870905439618,False,True,0.9683871672390215,0.8735580582858973,0.11226722759929836,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,fixed_0p05,0.3,0.05,29.92802070321936,43.937222446284885,False,True,0.9735656322026425,0.9232431922047843,0.059746135402959206,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,fixed_0p05,1.0,0.05,31.524830160637475,46.290231767530244,False,True,0.9776305594260521,0.9467732854172379,0.045788070287381986,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,fixed_0p05,2.0,0.05,31.726513322109305,46.70263125279925,False,True,0.9787361449532488,0.950897280269928,0.04614510491909242,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,fixed_0p05,3.0,0.05,31.78598083084088,46.831662225629515,False,True,0.9793081593883245,0.9521875899982306,0.046457864196606566,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,fixed_0p05,10.0,0.05,31.798453304081537,46.89777871751565,False,True,0.9800860370240851,0.952848754917092,0.047396522499904246,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,one_over_Z,0.001,0.01,12.26817429911115,14.890526742515043,True,False,0.7435678508544195,0.5994207046657277,0.4207025582077564,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,True
anthropic/claude-sonnet-5@default,Claude Sonnet 5,one_over_Z,0.003,0.01,9.647234588399444,16.565444559408803,True,False,0.905294154107066,0.6495254133360235,0.3403279338643164,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,True
anthropic/claude-sonnet-5@default,Claude Sonnet 5,one_over_Z,0.01,0.01,19.16396419548854,29.242742168717793,False,True,0.9715888267721492,0.7762983894291134,0.18691869463389796,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,True
anthropic/claude-sonnet-5@default,Claude Sonnet 5,one_over_Z,0.03,0.01,28.170782134837808,40.93512585306205,False,True,0.9889209483458186,0.893222226272556,0.07517964871734258,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,True
anthropic/claude-sonnet-5@default,Claude Sonnet 5,one_over_Z,0.1,0.01,33.02127424886488,47.88373706348315,False,True,0.9938726135079509,0.9627083383767671,0.026684919006662415,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,one_over_Z,0.3,0.01,34.30191527143048,49.69983890861474,False,True,0.9946564958987041,0.9808693568280829,0.013489111840433218,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,one_over_Z,1.0,0.01,34.77156157237278,50.40565142924187,False,True,0.9955271863143178,0.9879274820343542,0.009490661745564094,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,one_over_Z,2.0,0.01,34.871796722067536,50.604673948255254,False,True,0.9959021575389506,0.989917707224488,0.009480352468167632,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,one_over_Z,3.0,0.01,34.90234122395142,50.67079269510955,False,True,0.9957700022234901,0.990578894693031,0.009485040902237934,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
anthropic/claude-sonnet-5@default,Claude Sonnet 5,one_over_Z,10.0,0.01,34.90471589071006,50.679947988859674,False,True,0.9962315469864395,0.9906704476305322,0.009706496212730637,0.8924731182795699,0.4838709677419355,0.3225806451612903,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,beta_over_Z,0.001,1e-05,30.206381977836493,48.1166628327105,True,False,0.8110517077332169,0.25001616737181975,0.49991230543663506,0.989247311827957,0.7311827956989247,0.6021505376344086,False,True
google/gemini-3-flash-preview,Gemini 3 Flash,beta_over_Z,0.003,3e-05,44.45782700810049,60.186647941244075,True,False,0.9990651912612504,0.2509642361994359,0.0002840582219678214,0.989247311827957,0.7311827956989247,0.6021505376344086,False,True
google/gemini-3-flash-preview,Gemini 3 Flash,beta_over_Z,0.01,0.0001,37.2788695424583,58.74020158534267,True,False,0.9997499150246996,0.999068594886769,0.014748521780981919,0.989247311827957,0.7311827956989247,0.6021505376344086,False,True
google/gemini-3-flash-preview,Gemini 3 Flash,beta_over_Z,0.03,0.0003,35.94800823166365,56.32632594692465,True,False,0.9995515719901333,0.9963357921023555,0.03888727816516211,0.989247311827957,0.7311827956989247,0.6021505376344086,False,True
google/gemini-3-flash-preview,Gemini 3 Flash,beta_over_Z,0.1,0.001,37.800116246061854,59.87548624760296,False,True,0.9991789736281751,0.9958497812107822,0.0033956751583790684,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,beta_over_Z,0.3,0.003,37.68828683445998,59.73965266723593,False,True,0.9983575323806984,0.9941589983413701,0.004754010962049355,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,beta_over_Z,1.0,0.01,37.29177743478326,59.26598758888445,False,True,0.9955271863143178,0.9879274820343542,0.009490661745564094,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,beta_over_Z,2.0,0.02,36.618031959995875,58.34445241836962,False,True,0.9917087217738774,0.9798804194272634,0.01870601345071246,0.989247311827957,0.7311827956989247,0.6021505376344086,True,False
google/gemini-3-flash-preview,Gemini 3 Flash,beta_over_Z,3.0,0.03,35.903727297900176,57.36952672732522,False,True,0.9877162693610754,0.9711717254057571,0.02845527036115639,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,beta_over_Z,10.0,0.1,31.161775470080283,50.94086573993193,False,True,0.9570690964496065,0.9066372266945443,0.09274188023508938,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,fixed_0p05,0.001,0.05,27.467046672213,40.547505048408716,False,True,0.5837722613438698,0.51567645693017,0.47773752684585835,0.989247311827957,0.7311827956989247,0.6021505376344086,False,True
google/gemini-3-flash-preview,Gemini 3 Flash,fixed_0p05,0.003,0.05,22.06022128392344,28.89192750072175,False,True,0.7003280368207395,0.5415708650749385,0.4391506075023712,0.989247311827957,0.7311827956989247,0.6021505376344086,False,True
google/gemini-3-flash-preview,Gemini 3 Flash,fixed_0p05,0.01,0.05,15.408786087981133,22.219855964721784,False,True,0.8733404856015274,0.6394079934034891,0.37995197798719077,0.989247311827957,0.7311827956989247,0.6021505376344086,False,True
google/gemini-3-flash-preview,Gemini 3 Flash,fixed_0p05,0.03,0.05,20.8253604925335,35.75308557049749,False,True,0.9482312529627954,0.7556381024283562,0.24461968192943376,0.989247311827957,0.7311827956989247,0.6021505376344086,False,True
google/gemini-3-flash-preview,Gemini 3 Flash,fixed_0p05,0.1,0.05,29.47832641563044,48.98833100351103,False,True,0.9683871672390215,0.8735580582858973,0.11226722759929836,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,fixed_0p05,0.3,0.05,33.23329889041587,54.24044022314494,False,True,0.9735656322026425,0.9232431922047843,0.059746135402959206,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,fixed_0p05,1.0,0.05,34.45544965438804,55.63624673470267,False,True,0.9776305594260521,0.9467732854172379,0.045788070287381986,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,fixed_0p05,2.0,0.05,34.52182790488339,55.60054327153162,False,True,0.9787361449532488,0.950897280269928,0.04614510491909242,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,fixed_0p05,3.0,0.05,34.53192982187879,55.569267343780204,False,True,0.9793081593883245,0.9521875899982306,0.046457864196606566,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,fixed_0p05,10.0,0.05,34.49501141421255,55.47540151345044,False,True,0.9800860370240851,0.952848754917092,0.047396522499904246,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,one_over_Z,0.001,0.01,19.204427910918813,24.567946097353754,True,False,0.7435678508544195,0.5994207046657277,0.4207025582077564,0.989247311827957,0.7311827956989247,0.6021505376344086,False,True
google/gemini-3-flash-preview,Gemini 3 Flash,one_over_Z,0.003,0.01,16.559703764522336,26.18226037700922,True,False,0.905294154107066,0.6495254133360235,0.3403279338643164,0.989247311827957,0.7311827956989247,0.6021505376344086,False,True
google/gemini-3-flash-preview,Gemini 3 Flash,one_over_Z,0.01,0.01,24.136053414873935,41.523184300051064,False,True,0.9715888267721492,0.7762983894291134,0.18691869463389796,0.989247311827957,0.7311827956989247,0.6021505376344086,False,True
google/gemini-3-flash-preview,Gemini 3 Flash,one_over_Z,0.03,0.01,31.830551432012182,52.6970888917066,False,True,0.9889209483458186,0.893222226272556,0.07517964871734258,0.989247311827957,0.7311827956989247,0.6021505376344086,False,True
google/gemini-3-flash-preview,Gemini 3 Flash,one_over_Z,0.1,0.01,35.81369144850029,57.546561862774624,False,True,0.9938726135079509,0.9627083383767671,0.026684919006662415,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,one_over_Z,0.3,0.01,36.918600203628706,58.86614257939754,False,True,0.9946564958987041,0.9808693568280829,0.013489111840433218,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,one_over_Z,1.0,0.01,37.29177743478326,59.26598758888445,False,True,0.9955271863143178,0.9879274820343542,0.009490661745564094,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,one_over_Z,2.0,0.01,37.33836230110459,59.267018516624105,False,True,0.9959021575389506,0.989917707224488,0.009480352468167632,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,one_over_Z,3.0,0.01,37.35332527277622,59.26654967321707,False,True,0.9957700022234901,0.990578894693031,0.009485040902237934,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
google/gemini-3-flash-preview,Gemini 3 Flash,one_over_Z,10.0,0.01,37.344011713695096,59.244404142167795,False,True,0.9962315469864395,0.9906704476305322,0.009706496212730637,0.989247311827957,0.7311827956989247,0.6021505376344086,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,beta_over_Z,0.001,1e-05,23.45508540556619,40.05214670367824,True,False,0.8110517077332169,0.25001616737181975,0.49991230543663506,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,True
openai/gpt-5.4-2026-03-05,GPT-5.4,beta_over_Z,0.003,3e-05,36.266822491748236,46.745787726190315,True,False,0.9990651912612504,0.2509642361994359,0.0002840582219678214,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,True
openai/gpt-5.4-2026-03-05,GPT-5.4,beta_over_Z,0.01,0.0001,33.82610980567186,45.2993413702889,True,False,0.9997499150246996,0.999068594886769,0.014748521780981919,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,True
openai/gpt-5.4-2026-03-05,GPT-5.4,beta_over_Z,0.03,0.0003,32.6612147314346,42.88546573187088,True,False,0.9995515719901333,0.9963357921023555,0.03888727816516211,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,True
openai/gpt-5.4-2026-03-05,GPT-5.4,beta_over_Z,0.1,0.001,34.219684790071575,46.43462603254919,False,True,0.9991789736281751,0.9958497812107822,0.0033956751583790684,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,beta_over_Z,0.3,0.003,34.09113368182972,46.298792452182155,False,True,0.9983575323806984,0.9941589983413701,0.004754010962049355,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,beta_over_Z,1.0,0.01,33.6323849064,45.82512737383069,False,True,0.9955271863143178,0.9879274820343542,0.009490661745564094,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,beta_over_Z,2.0,0.02,32.897736169953106,44.903592203315846,False,True,0.9917087217738774,0.9798804194272634,0.01870601345071246,0.8709677419354839,0.6505376344086021,0.46774193548387094,True,False
openai/gpt-5.4-2026-03-05,GPT-5.4,beta_over_Z,3.0,0.03,32.11485705610681,43.928666512271455,False,True,0.9877162693610754,0.9711717254057571,0.02845527036115639,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,beta_over_Z,10.0,0.1,26.68491995208665,37.500005524878155,False,True,0.9570690964496065,0.9066372266945443,0.09274188023508938,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,fixed_0p05,0.001,0.05,18.327456007294373,28.719548059161404,False,True,0.5837722613438698,0.51567645693017,0.47773752684585835,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,True
openai/gpt-5.4-2026-03-05,GPT-5.4,fixed_0p05,0.003,0.05,11.8052431594904,17.063970511474437,False,True,0.7003280368207395,0.5415708650749385,0.4391506075023712,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,True
openai/gpt-5.4-2026-03-05,GPT-5.4,fixed_0p05,0.01,0.05,5.110960594211996,8.778995749668017,False,True,0.8733404856015274,0.6394079934034891,0.37995197798719077,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,True
openai/gpt-5.4-2026-03-05,GPT-5.4,fixed_0p05,0.03,0.05,14.921941176831895,22.31222535544372,False,True,0.9482312529627954,0.7556381024283562,0.24461968192943376,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,True
openai/gpt-5.4-2026-03-05,GPT-5.4,fixed_0p05,0.1,0.05,24.872402500127336,35.54747078845726,False,True,0.9683871672390215,0.8735580582858973,0.11226722759929836,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,fixed_0p05,0.3,0.05,28.945651442192034,40.799580008091176,False,True,0.9735656322026425,0.9232431922047843,0.059746135402959206,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,fixed_0p05,1.0,0.05,30.39613911435647,42.1953865196489,False,True,0.9776305594260521,0.9467732854172379,0.045788070287381986,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,fixed_0p05,2.0,0.05,30.527246468971896,42.15968305647785,False,True,0.9787361449532488,0.950897280269928,0.04614510491909242,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,fixed_0p05,3.0,0.05,30.56199221699252,42.12840712872644,False,True,0.9793081593883245,0.9521875899982306,0.046457864196606566,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,fixed_0p05,10.0,0.05,30.549909008200732,42.03454129839667,False,True,0.9800860370240851,0.952848754917092,0.047396522499904246,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,one_over_Z,0.001,0.01,8.377823060184882,12.739989108106442,True,False,0.7435678508544195,0.5994207046657277,0.4207025582077564,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,True
openai/gpt-5.4-2026-03-05,GPT-5.4,one_over_Z,0.003,0.01,7.6187608294221,12.741400161955452,True,False,0.905294154107066,0.6495254133360235,0.3403279338643164,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,True
openai/gpt-5.4-2026-03-05,GPT-5.4,one_over_Z,0.01,0.01,18.69064497001271,28.0823240849973,False,True,0.9715888267721492,0.7762983894291134,0.18691869463389796,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,True
openai/gpt-5.4-2026-03-05,GPT-5.4,one_over_Z,0.03,0.01,27.50235862745951,39.25622867665284,False,True,0.9889209483458186,0.893222226272556,0.07517964871734258,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,True
openai/gpt-5.4-2026-03-05,GPT-5.4,one_over_Z,0.1,0.01,31.99413736171055,44.10570164772085,False,True,0.9938726135079509,0.9627083383767671,0.026684919006662415,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,one_over_Z,0.3,0.01,33.20459719585181,45.42528236434377,False,True,0.9946564958987041,0.9808693568280829,0.013489111840433218,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,one_over_Z,1.0,0.01,33.6323849064,45.82512737383069,False,True,0.9955271863143178,0.9879274820343542,0.009490661745564094,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,one_over_Z,2.0,0.01,33.704160005097,45.82615830157033,False,True,0.9959021575389506,0.989917707224488,0.009480352468167632,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
openai/gpt-5.4-2026-03-05,GPT-5.4,one_over_Z,3.0,0.01,33.72452343623849,45.825689458163296,False,True,0.9957700022234901,0.990578894693031,0.009485040902237934,0.8709677419354839,0.6505376344086021,0.46774193548387094,False,False
