route_context,route,mutation_rule,beta,mutation,rmse_percentage_points,max_absolute_deviation_percentage_points,max_between_chain_range_percentage_points,theory_unsafe_r0p1,route_unsafe_r0p1,deviation_r0p1_percentage_points,theory_unsafe_r0p6,route_unsafe_r0p6,deviation_r0p6_percentage_points,theory_unsafe_r0p9,route_unsafe_r0p9,deviation_r0p9_percentage_points,shape_low_risk_near_total,shape_monotone_decline,shape_medium_is_middling,shape_high_is_low_but_nonzero,shape_matches_llm_pattern,profile_mixing_suspect,shape_matches_llm_pattern_well_mixed,is_best_fit_for_route,is_best_fit_for_route_well_mixed
claude,anthropic/claude-sonnet-5@default,beta_over_Z,0.3,0.003,37.95150065986976,53.179340694352064,0.14348121969200625,0.9983575323806984,0.8924731182795699,10.588441410112848,0.9941589983413701,0.46236559139784944,53.179340694352064,0.004754010962049355,0.3763440860215054,-37.1590075059456,True,False,False,False,False,False,False,False,False
claude,anthropic/claude-sonnet-5@default,beta_over_Z,1.0,0.01,37.479633435192135,52.55618906365047,0.09802790040615017,0.9955271863143178,0.8924731182795699,10.305406803474792,0.9879274820343542,0.46236559139784944,52.55618906365047,0.009490661745564094,0.3763440860215054,-36.68534242759412,True,False,False,False,False,False,False,False,False
claude,anthropic/claude-sonnet-5@default,beta_over_Z,2.0,0.02,36.76838738116142,51.751482802941396,0.09089416063166045,0.9917087217738774,0.8924731182795699,9.92356034943075,0.9798804194272634,0.46236559139784944,51.751482802941396,0.01870601345071246,0.3763440860215054,-35.76380725707929,True,False,False,False,False,False,False,False,False
claude,anthropic/claude-sonnet-5@default,beta_over_Z,3.0,0.03,36.00840493984553,50.88061340079078,0.17989676333557414,0.9877162693610754,0.8924731182795699,9.52431510815055,0.9711717254057571,0.46236559139784944,50.88061340079078,0.02845527036115639,0.3763440860215054,-34.788881566034895,True,False,False,False,False,False,False,False,False
claude,anthropic/claude-sonnet-5@default,beta_over_Z,10.0,0.1,30.658339673019036,44.427163529669485,0.284484433786536,0.9570690964496065,0.8924731182795699,6.45959781700366,0.9066372266945443,0.46236559139784944,44.427163529669485,0.09274188023508938,0.3763440860215054,-28.3602205786416,True,True,False,False,False,False,False,False,False
claude,anthropic/claude-sonnet-5@default,fixed_0p05,0.001,0.05,19.010426726653833,30.870085693570005,4.050656052566865,0.5837722613438698,0.8924731182795699,-30.870085693570005,0.51567645693017,0.46236559139784944,5.33108655323205,0.47773752684585835,0.3763440860215054,10.139344082435297,False,False,True,True,False,False,False,False,False
claude,anthropic/claude-sonnet-5@default,fixed_0p05,0.003,0.05,12.534999913257488,19.214508145883038,3.2912124795578923,0.7003280368207395,0.8924731182795699,-19.214508145883038,0.5415708650749385,0.46236559139784944,7.920527367708901,0.4391506075023712,0.3763440860215054,6.280652148086585,False,True,True,True,False,False,False,False,False
claude,anthropic/claude-sonnet-5@default,fixed_0p05,0.01,0.05,10.28317179109563,17.704240200563966,2.2422831950182687,0.8733404856015274,0.8924731182795699,-1.9132632678042438,0.6394079934034891,0.46236559139784944,17.704240200563966,0.37995197798719077,0.3763440860215054,0.36078919656853947,True,True,True,True,True,False,True,True,True
claude,anthropic/claude-sonnet-5@default,fixed_0p05,0.03,0.05,18.8387060722424,29.32725110305067,2.412465764933025,0.9482312529627954,0.8924731182795699,5.575813468322554,0.7556381024283562,0.46236559139784944,29.32725110305067,0.24461968192943376,0.3763440860215054,-13.172440409207162,True,True,True,True,True,False,True,False,False
claude,anthropic/claude-sonnet-5@default,fixed_0p05,0.1,0.05,28.552803412218488,41.119246688804786,0.9473882814108991,0.9683871672390215,0.8924731182795699,7.591404895945164,0.8735580582858973,0.46236559139784944,41.119246688804786,0.11226722759929836,0.3763440860215054,-26.4076858422207,True,True,False,True,False,False,False,False,False
claude,anthropic/claude-sonnet-5@default,fixed_0p05,0.3,0.05,32.61995407087424,46.08776008069349,0.3554163789190379,0.9735656322026425,0.8924731182795699,8.109251392307259,0.9232431922047843,0.46236559139784944,46.08776008069349,0.059746135402959206,0.3763440860215054,-31.659795061854616,True,True,False,False,False,False,False,False,False
claude,anthropic/claude-sonnet-5@default,fixed_0p05,1.0,0.05,34.213539393336475,48.44076940193885,0.16104872321961589,0.9776305594260521,0.8924731182795699,8.515744114648227,0.9467732854172379,0.46236559139784944,48.44076940193885,0.045788070287381986,0.3763440860215054,-33.05560157341234,True,False,False,False,False,False,False,False,False
claude,anthropic/claude-sonnet-5@default,fixed_0p05,2.0,0.05,34.40619556243618,48.85316888720786,0.12119832988134946,0.9787361449532488,0.8924731182795699,8.626302667367892,0.950897280269928,0.46236559139784944,48.85316888720786,0.04614510491909242,0.3763440860215054,-33.0198981102413,True,False,False,False,False,False,False,False,False
claude,anthropic/claude-sonnet-5@default,fixed_0p05,3.0,0.05,34.46209676476158,48.982199860038115,0.14378359138336322,0.9793081593883245,0.8924731182795699,8.683504110875461,0.9521875899982306,0.46236559139784944,48.982199860038115,0.046457864196606566,0.3763440860215054,-32.98862218248988,True,False,False,False,False,False,False,False,False
claude,anthropic/claude-sonnet-5@default,fixed_0p05,10.0,0.05,34.47009606279888,49.04831635192426,0.11568006743577497,0.9800860370240851,0.8924731182795699,8.761291874451526,0.952848754917092,0.46236559139784944,49.04831635192426,0.047396522499904246,0.3763440860215054,-32.894756352160115,True,False,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,one_over_Z,0.001,0.01,19.131626720578165,24.567946097353754,15.063307484681909,0.7435678508544195,0.989247311827957,-24.567946097353754,0.5994207046657277,0.7419354838709677,-14.251477920524003,0.4207025582077564,0.5913978494623656,-17.06952912546092,False,True,True,True,False,True,False,False,False
gemini,google/gemini-3-flash-preview,one_over_Z,0.003,0.01,16.18887028650586,25.10699155980492,10.257826136660142,0.905294154107066,0.989247311827957,-8.395315772089095,0.6495254133360235,0.7419354838709677,-9.241007053494421,0.3403279338643164,0.5913978494623656,-25.10699155980492,True,True,True,True,True,True,False,False,False
gemini,google/gemini-3-flash-preview,one_over_Z,0.01,0.01,23.458901513328634,40.44791548284677,4.431813921036179,0.9715888267721492,0.989247311827957,-1.7658485055807804,0.7762983894291134,0.7419354838709677,3.4362905558145695,0.18691869463389796,0.5913978494623656,-40.44791548284677,True,True,True,True,True,False,True,False,False
gemini,google/gemini-3-flash-preview,one_over_Z,0.03,0.01,31.0574207836622,51.6218200745023,4.986864964976101,0.9889209483458186,0.989247311827957,-0.03263634821384365,0.893222226272556,0.7419354838709677,15.128674240158823,0.07517964871734258,0.5913978494623656,-51.6218200745023,True,True,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,one_over_Z,0.1,0.01,35.00774869111778,56.47129304557033,0.650037856966142,0.9938726135079509,0.989247311827957,0.4625301679993865,0.9627083383767671,0.7419354838709677,22.077285450579932,0.026684919006662415,0.5913978494623656,-56.47129304557033,True,False,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,one_over_Z,0.3,0.01,36.10619355634033,57.79087376219324,0.17973132661230873,0.9946564958987041,0.989247311827957,0.5409184070747086,0.9808693568280829,0.7419354838709677,23.89338729571151,0.013489111840433218,0.5913978494623656,-57.79087376219324,True,False,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,one_over_Z,1.0,0.01,36.476817985329475,58.19071877168015,0.09802790040615017,0.9955271863143178,0.989247311827957,0.6279874486360804,0.9879274820343542,0.7419354838709677,24.599199816338647,0.009490661745564094,0.5913978494623656,-58.19071877168015,True,False,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,one_over_Z,2.0,0.01,36.522479076991516,58.1917496994198,0.08032103287365609,0.9959021575389506,0.989247311827957,0.6654845710993618,0.989917707224488,0.7419354838709677,24.798222335352026,0.009480352468167632,0.5913978494623656,-58.1917496994198,True,False,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,one_over_Z,3.0,0.01,36.53713216266256,58.191280856012774,0.06406337952917854,0.9957700022234901,0.989247311827957,0.6522690395533104,0.990578894693031,0.7419354838709677,24.86434108220632,0.009485040902237934,0.5913978494623656,-58.191280856012774,True,False,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,one_over_Z,10.0,0.01,36.5277379618381,58.16913532496349,0.07549971822700899,0.9962315469864395,0.989247311827957,0.6984235158482455,0.9906704476305322,0.7419354838709677,24.87349637595645,0.009706496212730637,0.5913978494623656,-58.16913532496349,True,False,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,beta_over_Z,0.001,1e-05,30.66528395593091,49.1919316499148,99.99974328550353,0.8110517077332169,0.989247311827957,-17.81956040947401,0.25001616737181975,0.7419354838709677,-49.1919316499148,0.49991230543663506,0.5913978494623656,-9.148554402573057,False,False,True,True,False,True,False,False,False
gemini,google/gemini-3-flash-preview,beta_over_Z,0.003,3e-05,44.368332212337506,59.11137912403978,99.98996426804865,0.9990651912612504,0.989247311827957,0.9817879433293375,0.2509642361994359,0.7419354838709677,-49.09712476715318,0.0002840582219678214,0.5913978494623656,-59.11137912403978,True,True,True,False,False,True,False,False,False
gemini,google/gemini-3-flash-preview,beta_over_Z,0.01,0.0001,36.45783814078779,57.664932768138364,5.5530156264738,0.9997499150246996,0.989247311827957,1.0502603196742566,0.999068594886769,0.7419354838709677,25.71331110158013,0.014748521780981919,0.5913978494623656,-57.664932768138364,True,False,False,False,False,True,False,False,False
gemini,google/gemini-3-flash-preview,beta_over_Z,0.03,0.0003,35.12328885515881,55.25105712972035,14.470769280455306,0.9995515719901333,0.989247311827957,1.0304260162176337,0.9963357921023555,0.7419354838709677,25.44003082313877,0.03888727816516211,0.5913978494623656,-55.25105712972035,True,False,False,False,False,True,False,False,False
gemini,google/gemini-3-flash-preview,beta_over_Z,0.1,0.001,36.98277370551058,58.80021743039866,0.9478144898826701,0.9991789736281751,0.989247311827957,0.9931661800218095,0.9958497812107822,0.7419354838709677,25.39142973398144,0.0033956751583790684,0.5913978494623656,-58.80021743039866,True,False,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,beta_over_Z,0.3,0.003,36.87142934670448,58.66438385003163,0.14348121969200625,0.9983575323806984,0.989247311827957,0.9110220552741355,0.9941589983413701,0.7419354838709677,25.222351447040236,0.004754010962049355,0.5913978494623656,-58.66438385003163,True,False,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,beta_over_Z,1.0,0.01,36.476817985329475,58.19071877168015,0.09802790040615017,0.9955271863143178,0.989247311827957,0.6279874486360804,0.9879274820343542,0.7419354838709677,24.599199816338647,0.009490661745564094,0.5913978494623656,-58.19071877168015,True,False,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,beta_over_Z,2.0,0.02,35.80501780152282,57.26918360116532,0.09089416063166045,0.9917087217738774,0.989247311827957,0.24614099459203675,0.9798804194272634,0.7419354838709677,23.794493555629572,0.01870601345071246,0.5913978494623656,-57.26918360116532,True,False,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,beta_over_Z,3.0,0.03,35.09301667897062,56.294257910120926,0.17989676333557414,0.9877162693610754,0.989247311827957,-0.1531042466881627,0.9711717254057571,0.7419354838709677,22.92362415347894,0.02845527036115639,0.5913978494623656,-56.294257910120926,True,False,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,beta_over_Z,10.0,0.1,30.376519291499548,49.865596922727626,0.284484433786536,0.9570690964496065,0.989247311827957,-3.2178215378350528,0.9066372266945443,0.7419354838709677,16.470174282357654,0.09274188023508938,0.5913978494623656,-49.865596922727626,True,True,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,fixed_0p05,0.001,0.05,27.599627580492108,40.547505048408716,4.050656052566865,0.5837722613438698,0.989247311827957,-40.547505048408716,0.51567645693017,0.7419354838709677,-22.62590269407978,0.47773752684585835,0.5913978494623656,-11.366032261650727,False,False,True,True,False,False,False,False,False
gemini,google/gemini-3-flash-preview,fixed_0p05,0.003,0.05,22.120846172814712,28.89192750072175,3.2912124795578923,0.7003280368207395,0.989247311827957,-28.89192750072175,0.5415708650749385,0.7419354838709677,-20.03646187960293,0.4391506075023712,0.5913978494623656,-15.224724195999439,False,True,True,True,False,False,False,False,False
gemini,google/gemini-3-flash-preview,fixed_0p05,0.01,0.05,15.127858983934114,21.144587147517484,2.2422831950182687,0.8733404856015274,0.989247311827957,-11.590682622642955,0.6394079934034891,0.7419354838709677,-10.252749046747866,0.37995197798719077,0.5913978494623656,-21.144587147517484,True,True,True,True,True,False,True,True,True
gemini,google/gemini-3-flash-preview,fixed_0p05,0.03,0.05,20.17632080085117,34.677816753293186,2.412465764933025,0.9482312529627954,0.989247311827957,-4.1016058865161575,0.7556381024283562,0.7419354838709677,1.3702618557388413,0.24461968192943376,0.5913978494623656,-34.677816753293186,True,True,True,True,True,False,True,False,False
gemini,google/gemini-3-flash-preview,fixed_0p05,0.1,0.05,28.71270337526432,47.913062186306725,0.9473882814108991,0.9683871672390215,0.989247311827957,-2.086014458893548,0.8735580582858973,0.7419354838709677,13.162257441492953,0.11226722759929836,0.5913978494623656,-47.913062186306725,True,True,False,True,False,False,False,False,False
gemini,google/gemini-3-flash-preview,fixed_0p05,0.3,0.05,32.443383775403575,53.16517140594064,0.3554163789190379,0.9735656322026425,0.989247311827957,-1.5681679625314526,0.9232431922047843,0.7419354838709677,18.13077083338166,0.059746135402959206,0.5913978494623656,-53.16517140594064,True,True,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,fixed_0p05,1.0,0.05,33.65429665535793,54.56097791749836,0.16104872321961589,0.9776305594260521,0.989247311827957,-1.161675240190485,0.9467732854172379,0.7419354838709677,20.48378015462702,0.045788070287381986,0.5913978494623656,-54.56097791749836,True,False,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,fixed_0p05,2.0,0.05,33.71824789908872,54.525274454327324,0.12119832988134946,0.9787361449532488,0.989247311827957,-1.051116687470821,0.950897280269928,0.7419354838709677,20.89617963989603,0.04614510491909242,0.5913978494623656,-54.525274454327324,True,False,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,fixed_0p05,3.0,0.05,33.727551666435055,54.49399852657591,0.14378359138336322,0.9793081593883245,0.989247311827957,-0.9939152439632504,0.9521875899982306,0.7419354838709677,21.025210612726287,0.046457864196606566,0.5913978494623656,-54.49399852657591,True,False,False,False,False,False,False,False,False
gemini,google/gemini-3-flash-preview,fixed_0p05,10.0,0.05,33.690047026598556,54.40013269624614,0.11568006743577497,0.9800860370240851,0.989247311827957,-0.9161274803871855,0.952848754917092,0.7419354838709677,21.09132710461242,0.047396522499904246,0.5913978494623656,-54.40013269624614,True,False,False,False,False,False,False,False,False
