estimand,context,reference,risk,estimate_pp,ci_low_pp,ci_high_pp,n_paired_rows,n_clusters,safe_to_unsafe,unsafe_to_safe,stable
fixed_state_direct,hospital_deployment,abstract_contest,all,11.458333333333332,7.291666666666667,16.145833333333336,192,96,22,0,170
fixed_state_direct,hospital_deployment,abstract_contest,0.1,14.0625,6.25,21.875,64,32,9,0,55
fixed_state_direct,hospital_deployment,abstract_contest,0.6,10.9375,4.6875,18.75,64,32,7,0,57
fixed_state_direct,hospital_deployment,abstract_contest,0.9,9.375,3.125,17.1875,64,32,6,0,58
fixed_state_direct,colony_life_support,abstract_contest,all,9.375,5.729166666666666,13.033854166666478,192,96,18,0,174
fixed_state_direct,colony_life_support,abstract_contest,0.1,9.375,3.125,15.664062499999432,64,32,6,0,58
fixed_state_direct,colony_life_support,abstract_contest,0.6,12.5,6.25,20.3125,64,32,8,0,56
fixed_state_direct,colony_life_support,abstract_contest,0.9,6.25,1.5625,12.5,64,32,4,0,60
fixed_state_direct,robotic_expedition,abstract_contest,all,12.5,8.333333333333332,16.666666666666664,192,96,24,0,168
fixed_state_direct,robotic_expedition,abstract_contest,0.1,14.0625,6.25,21.875,64,32,9,0,55
fixed_state_direct,robotic_expedition,abstract_contest,0.6,12.5,4.6875,20.3125,64,32,8,0,56
fixed_state_direct,robotic_expedition,abstract_contest,0.9,10.9375,4.6875,18.75,64,32,7,0,57
fixed_state_direct,fictional_cartography,abstract_contest,all,16.666666666666664,11.979166666666668,21.354166666666664,192,96,32,0,160
fixed_state_direct,fictional_cartography,abstract_contest,0.1,17.1875,9.375,26.5625,64,32,11,0,53
fixed_state_direct,fictional_cartography,abstract_contest,0.6,17.1875,9.375,25.0,64,32,11,0,53
fixed_state_direct,fictional_cartography,abstract_contest,0.9,15.625,7.8125,23.4375,64,32,10,0,54
