model,max_private_risk,persona_condition,prompt_version,protocol_signature,run_phase,run_status,nearest_strategy_set,n_players,mean_min_mismatch_rate
gpt-5-nano,0.1,R1-R4,ai-race-fairgame-v3,54e34cb2cbdda8a3e58434ba1ec3f67263b35fb7a14e40efc7094166e4d26f6c,pilot,completed,AS|CS,4,0.429020979020979
gpt-5-nano,0.1,R1-R4,ai-race-fairgame-v3,54e34cb2cbdda8a3e58434ba1ec3f67263b35fb7a14e40efc7094166e4d26f6c,pilot,completed,AU,3,0.39153439153439146
gpt-5-nano,0.1,R1-R4,ai-race-fairgame-v3,54e34cb2cbdda8a3e58434ba1ec3f67263b35fb7a14e40efc7094166e4d26f6c,pilot,completed,CS,1,0.4375
gpt-5-nano,0.1,R1-R5,ai-race-fairgame-v3,f1e253d8fb164767a13e1e0dfc09e99d1ba68fd9952ce60cfc53df0a6a108790,pilot,completed,AS,10,0.03448773448773449
gpt-5-nano,0.1,R1-R5,ai-race-fairgame-v3,f1e253d8fb164767a13e1e0dfc09e99d1ba68fd9952ce60cfc53df0a6a108790,pilot,completed,AS|AU|CS,1,0.5
gpt-5-nano,0.1,R1-R5,ai-race-fairgame-v3,f1e253d8fb164767a13e1e0dfc09e99d1ba68fd9952ce60cfc53df0a6a108790,pilot,completed,AS|CS,2,0.4145299145299145
gpt-5-nano,0.1,R1-R5,ai-race-fairgame-v3,f1e253d8fb164767a13e1e0dfc09e99d1ba68fd9952ce60cfc53df0a6a108790,pilot,completed,AU,6,0.36447510822510826
gpt-5-nano,0.1,R1-R5,ai-race-fairgame-v3,f1e253d8fb164767a13e1e0dfc09e99d1ba68fd9952ce60cfc53df0a6a108790,pilot,completed,AU|CS,1,0.4444444444444444
gpt-5-nano,0.1,R1-R6,ai-race-fairgame-v3,578aed3e5e391ad7e0d1df7dece1d043f7c9bd2727310bca65229822b65c0c5b,pilot,completed,AS,11,0.07941919191919192
gpt-5-nano,0.1,R1-R6,ai-race-fairgame-v3,578aed3e5e391ad7e0d1df7dece1d043f7c9bd2727310bca65229822b65c0c5b,pilot,completed,AS|CS,3,0.38730158730158726
gpt-5-nano,0.1,R1-R6,ai-race-fairgame-v3,578aed3e5e391ad7e0d1df7dece1d043f7c9bd2727310bca65229822b65c0c5b,pilot,completed,AU,6,0.31993654493654494
gpt-5-nano,0.1,R2-R1,ai-race-fairgame-v3,afa635149ba0e41a8c13160ef18de15979eddad138c4736033dabdcddadd76da,pilot,completed,AS|CS,20,0.0
gpt-5-nano,0.1,R2-R2,ai-race-fairgame-v3,20fc9d5dc05dab2641d82e87fd797bfde3bd8a0f26c925c84ad65f7580cf216a,pilot,completed,AS,1,0.0
gpt-5-nano,0.1,R2-R2,ai-race-fairgame-v3,20fc9d5dc05dab2641d82e87fd797bfde3bd8a0f26c925c84ad65f7580cf216a,pilot,completed,AS|CS,19,0.007518796992481203
gpt-5-nano,0.1,R2-R3,ai-race-fairgame-v3,c3c3880229a504030b53b75b4a709ff3e6338493197e88215632c8098490ae8a,pilot,completed,AS,5,0.08076923076923077
gpt-5-nano,0.1,R2-R3,ai-race-fairgame-v3,c3c3880229a504030b53b75b4a709ff3e6338493197e88215632c8098490ae8a,pilot,completed,AS|CS,15,0.02222222222222222
gpt-5-nano,0.1,R2-R4,ai-race-fairgame-v3,eb3fc01948afc39a0bdb7d8505f0fc8cf8c0faa405d5e01e06786000810cf63e,pilot,completed,AS,11,0.07346189164370982
gpt-5-nano,0.1,R2-R4,ai-race-fairgame-v3,eb3fc01948afc39a0bdb7d8505f0fc8cf8c0faa405d5e01e06786000810cf63e,pilot,completed,AS|AU|CS,1,0.5
gpt-5-nano,0.1,R2-R4,ai-race-fairgame-v3,eb3fc01948afc39a0bdb7d8505f0fc8cf8c0faa405d5e01e06786000810cf63e,pilot,completed,AS|CS,3,0.1761904761904762
gpt-5-nano,0.1,R2-R4,ai-race-fairgame-v3,eb3fc01948afc39a0bdb7d8505f0fc8cf8c0faa405d5e01e06786000810cf63e,pilot,completed,AU,4,0.4202457264957265
gpt-5-nano,0.1,R2-R4,ai-race-fairgame-v3,eb3fc01948afc39a0bdb7d8505f0fc8cf8c0faa405d5e01e06786000810cf63e,pilot,completed,AU|CAS,1,0.4
gpt-5-nano,0.1,R2-R5,ai-race-fairgame-v3,5d5e4f80e4411da94cc030534db4e5a4cc712cc6e0240ff52e47f17c7ae39036,pilot,completed,AS,10,0.0202020202020202
gpt-5-nano,0.1,R2-R5,ai-race-fairgame-v3,5d5e4f80e4411da94cc030534db4e5a4cc712cc6e0240ff52e47f17c7ae39036,pilot,completed,AS|AU|CS,2,0.5
gpt-5-nano,0.1,R2-R5,ai-race-fairgame-v3,5d5e4f80e4411da94cc030534db4e5a4cc712cc6e0240ff52e47f17c7ae39036,pilot,completed,AS|CS,2,0.37606837606837606
gpt-5-nano,0.1,R2-R5,ai-race-fairgame-v3,5d5e4f80e4411da94cc030534db4e5a4cc712cc6e0240ff52e47f17c7ae39036,pilot,completed,AU,5,0.2965873015873016
gpt-5-nano,0.1,R2-R5,ai-race-fairgame-v3,5d5e4f80e4411da94cc030534db4e5a4cc712cc6e0240ff52e47f17c7ae39036,pilot,completed,AU|CS,1,0.45454545454545453
gpt-5-nano,0.1,R2-R6,ai-race-fairgame-v3,6fddd011d29c0ee6b3b9adac863d71167c141100ac6a59ecb6672ddf3aea488b,pilot,completed,AS,11,0.06204906204906205
gpt-5-nano,0.1,R2-R6,ai-race-fairgame-v3,6fddd011d29c0ee6b3b9adac863d71167c141100ac6a59ecb6672ddf3aea488b,pilot,completed,AS|AU|CS,1,0.5
gpt-5-nano,0.1,R2-R6,ai-race-fairgame-v3,6fddd011d29c0ee6b3b9adac863d71167c141100ac6a59ecb6672ddf3aea488b,pilot,completed,AS|CS,1,0.4444444444444444
gpt-5-nano,0.1,R2-R6,ai-race-fairgame-v3,6fddd011d29c0ee6b3b9adac863d71167c141100ac6a59ecb6672ddf3aea488b,pilot,completed,AU,7,0.3558247308247308
gpt-5-nano,0.1,R3-R1,ai-race-fairgame-v3,5fb0408188b461c4d41c167266c63d73f72355d97246d15fb7b2c792b3bed518,pilot,completed,AS,3,0.14814814814814814
gpt-5-nano,0.1,R3-R1,ai-race-fairgame-v3,5fb0408188b461c4d41c167266c63d73f72355d97246d15fb7b2c792b3bed518,pilot,completed,AS|CS,17,0.0225787284610814
gpt-5-nano,0.1,R3-R2,ai-race-fairgame-v3,5544079c8b2c6f8cd9c2b6f4ab10b7606034b1b75eea1acaf0c9d8dab93b7f03,pilot,completed,AS,4,0.1111111111111111
gpt-5-nano,0.1,R3-R2,ai-race-fairgame-v3,5544079c8b2c6f8cd9c2b6f4ab10b7606034b1b75eea1acaf0c9d8dab93b7f03,pilot,completed,AS|CS,15,0.025
gpt-5-nano,0.1,R3-R2,ai-race-fairgame-v3,5544079c8b2c6f8cd9c2b6f4ab10b7606034b1b75eea1acaf0c9d8dab93b7f03,pilot,completed,AU,1,0.4
gpt-5-nano,0.1,R3-R3,ai-race-fairgame-v3,a39695ae5f4da7bb6d8a5fa790e310edb62647bc0e42c1b8fcd16cdf62ef49fd,pilot,completed,AS,9,0.1737395320728654
gpt-5-nano,0.1,R3-R3,ai-race-fairgame-v3,a39695ae5f4da7bb6d8a5fa790e310edb62647bc0e42c1b8fcd16cdf62ef49fd,pilot,completed,AS|CS,11,0.07969303423848878
gpt-5-nano,0.1,R3-R4,ai-race-fairgame-v3,762fd623bba3bee2e043aff8722a1bbfaed5bbfc6c05780fcc4c61ef3f9561d0,pilot,completed,AS,13,0.25768803845726923
gpt-5-nano,0.1,R3-R4,ai-race-fairgame-v3,762fd623bba3bee2e043aff8722a1bbfaed5bbfc6c05780fcc4c61ef3f9561d0,pilot,completed,AS|AU,1,0.5
gpt-5-nano,0.1,R3-R4,ai-race-fairgame-v3,762fd623bba3bee2e043aff8722a1bbfaed5bbfc6c05780fcc4c61ef3f9561d0,pilot,completed,AS|CS,1,0.3333333333333333
gpt-5-nano,0.1,R3-R4,ai-race-fairgame-v3,762fd623bba3bee2e043aff8722a1bbfaed5bbfc6c05780fcc4c61ef3f9561d0,pilot,completed,AU,3,0.40845959595959597
gpt-5-nano,0.1,R3-R4,ai-race-fairgame-v3,762fd623bba3bee2e043aff8722a1bbfaed5bbfc6c05780fcc4c61ef3f9561d0,pilot,completed,AU|CS,2,0.4222222222222222
gpt-5-nano,0.1,R3-R5,ai-race-fairgame-v3,18e87c63f13788867fa8962d0a84174f518d7e02922a434bf5eda6f433d102b9,pilot,completed,AS,11,0.17362132816678272
gpt-5-nano,0.1,R3-R5,ai-race-fairgame-v3,18e87c63f13788867fa8962d0a84174f518d7e02922a434bf5eda6f433d102b9,pilot,completed,AS|CS,2,0.325
gpt-5-nano,0.1,R3-R5,ai-race-fairgame-v3,18e87c63f13788867fa8962d0a84174f518d7e02922a434bf5eda6f433d102b9,pilot,completed,AU,4,0.40863858363858363
gpt-5-nano,0.1,R3-R5,ai-race-fairgame-v3,18e87c63f13788867fa8962d0a84174f518d7e02922a434bf5eda6f433d102b9,pilot,completed,CS,3,0.26914983164983164
gpt-5-nano,0.1,R3-R6,ai-race-fairgame-v3,4b09c77d364ce7b9843792dc3ab9b3e48d3a2ccd33e684793da6f3a523e742a6,pilot,completed,AS,12,0.19243117993117995
gpt-5-nano,0.1,R3-R6,ai-race-fairgame-v3,4b09c77d364ce7b9843792dc3ab9b3e48d3a2ccd33e684793da6f3a523e742a6,pilot,completed,AS|AU,1,0.5
gpt-5-nano,0.1,R3-R6,ai-race-fairgame-v3,4b09c77d364ce7b9843792dc3ab9b3e48d3a2ccd33e684793da6f3a523e742a6,pilot,completed,AU,5,0.385521978021978
gpt-5-nano,0.1,R3-R6,ai-race-fairgame-v3,4b09c77d364ce7b9843792dc3ab9b3e48d3a2ccd33e684793da6f3a523e742a6,pilot,completed,AU|CS,2,0.4494949494949495
gpt-5-nano,0.1,R4-R1,ai-race-fairgame-v3,ad54d488b748b7c2902b8bdfcba5dc8e65684f09de4a21febb23eaffcf2ed7e5,pilot,completed,AS,11,0.08322788322788323
gpt-5-nano,0.1,R4-R1,ai-race-fairgame-v3,ad54d488b748b7c2902b8bdfcba5dc8e65684f09de4a21febb23eaffcf2ed7e5,pilot,completed,AS|AU|CS,1,0.5
gpt-5-nano,0.1,R4-R1,ai-race-fairgame-v3,ad54d488b748b7c2902b8bdfcba5dc8e65684f09de4a21febb23eaffcf2ed7e5,pilot,completed,AS|CAS,1,0.42857142857142855
gpt-5-nano,0.1,R4-R1,ai-race-fairgame-v3,ad54d488b748b7c2902b8bdfcba5dc8e65684f09de4a21febb23eaffcf2ed7e5,pilot,completed,AS|CS,3,0.38047138047138046
gpt-5-nano,0.1,R4-R1,ai-race-fairgame-v3,ad54d488b748b7c2902b8bdfcba5dc8e65684f09de4a21febb23eaffcf2ed7e5,pilot,completed,AU,4,0.40937500000000004
gpt-5-nano,0.1,R4-R2,ai-race-fairgame-v3,2ff3bf58b3359778743f5aef3a3796aed48078220df34125657762569a72755c,pilot,completed,AS,10,0.00909090909090909
gpt-5-nano,0.1,R4-R2,ai-race-fairgame-v3,2ff3bf58b3359778743f5aef3a3796aed48078220df34125657762569a72755c,pilot,completed,AS|AU|CS,1,0.5
gpt-5-nano,0.1,R4-R2,ai-race-fairgame-v3,2ff3bf58b3359778743f5aef3a3796aed48078220df34125657762569a72755c,pilot,completed,AS|CS,6,0.3814276001776002
gpt-5-nano,0.1,R4-R2,ai-race-fairgame-v3,2ff3bf58b3359778743f5aef3a3796aed48078220df34125657762569a72755c,pilot,completed,AU,3,0.3111111111111111
gpt-5-nano,0.1,R4-R3,ai-race-fairgame-v3,184991aef9058bd59fdb65e452b7170a18e644c5ae745f902c13f6e06c8ea2e8,pilot,completed,AS,12,0.28279602342102345
gpt-5-nano,0.1,R4-R3,ai-race-fairgame-v3,184991aef9058bd59fdb65e452b7170a18e644c5ae745f902c13f6e06c8ea2e8,pilot,completed,AS|AU,2,0.5
gpt-5-nano,0.1,R4-R3,ai-race-fairgame-v3,184991aef9058bd59fdb65e452b7170a18e644c5ae745f902c13f6e06c8ea2e8,pilot,completed,AS|CS,2,0.30952380952380953
gpt-5-nano,0.1,R4-R3,ai-race-fairgame-v3,184991aef9058bd59fdb65e452b7170a18e644c5ae745f902c13f6e06c8ea2e8,pilot,completed,AU,2,0.4409722222222222
gpt-5-nano,0.1,R4-R3,ai-race-fairgame-v3,184991aef9058bd59fdb65e452b7170a18e644c5ae745f902c13f6e06c8ea2e8,pilot,completed,CS,2,0.1
gpt-5-nano,0.1,R4-R4,ai-race-fairgame-v3,469e9877f8d14613f573038c972f799a1999b46cb9781b40d84aae39e6302d38,pilot,completed,AS,7,0.31258721437292863
gpt-5-nano,0.1,R4-R4,ai-race-fairgame-v3,469e9877f8d14613f573038c972f799a1999b46cb9781b40d84aae39e6302d38,pilot,completed,AS|CS,2,0.3666666666666667
gpt-5-nano,0.1,R4-R4,ai-race-fairgame-v3,469e9877f8d14613f573038c972f799a1999b46cb9781b40d84aae39e6302d38,pilot,completed,AU,8,0.3959620240870241
gpt-5-nano,0.1,R4-R4,ai-race-fairgame-v3,469e9877f8d14613f573038c972f799a1999b46cb9781b40d84aae39e6302d38,pilot,completed,CS,3,0.24090909090909088
gpt-5-nano,0.1,R4-R5,ai-race-fairgame-v3,69f7da726d7dd32c1b9c6c53b427b894d5423affbf8fd3b387e66a727c78a085,pilot,completed,AS,15,0.38012358012358016
gpt-5-nano,0.1,R4-R5,ai-race-fairgame-v3,69f7da726d7dd32c1b9c6c53b427b894d5423affbf8fd3b387e66a727c78a085,pilot,completed,AU,4,0.35694444444444445
gpt-5-nano,0.1,R4-R5,ai-race-fairgame-v3,69f7da726d7dd32c1b9c6c53b427b894d5423affbf8fd3b387e66a727c78a085,pilot,completed,CS,1,0.36363636363636365
gpt-5-nano,0.1,R4-R6,ai-race-fairgame-v3,00baa465aca87360ea15f6e6dc7ac9059b508cf9ce9e122d8bcc073a9509696b,pilot,completed,AS,7,0.2878774003774004
gpt-5-nano,0.1,R4-R6,ai-race-fairgame-v3,00baa465aca87360ea15f6e6dc7ac9059b508cf9ce9e122d8bcc073a9509696b,pilot,completed,AS|AU|CS,2,0.5
gpt-5-nano,0.1,R4-R6,ai-race-fairgame-v3,00baa465aca87360ea15f6e6dc7ac9059b508cf9ce9e122d8bcc073a9509696b,pilot,completed,AS|CS,2,0.33035714285714285
gpt-5-nano,0.1,R4-R6,ai-race-fairgame-v3,00baa465aca87360ea15f6e6dc7ac9059b508cf9ce9e122d8bcc073a9509696b,pilot,completed,AU,8,0.3614427239427239
gpt-5-nano,0.1,R4-R6,ai-race-fairgame-v3,00baa465aca87360ea15f6e6dc7ac9059b508cf9ce9e122d8bcc073a9509696b,pilot,completed,CS,1,0.3333333333333333
gpt-5-nano,0.1,R5-R1,ai-race-fairgame-v3,f5ab178729f12f236b85937033a38bcd266df8c1c44b86eee4345115fa9f291f,pilot,completed,AS,10,0.023033216783216785
gpt-5-nano,0.1,R5-R1,ai-race-fairgame-v3,f5ab178729f12f236b85937033a38bcd266df8c1c44b86eee4345115fa9f291f,pilot,completed,AU,9,0.3068496318496318
gpt-5-nano,0.1,R5-R1,ai-race-fairgame-v3,f5ab178729f12f236b85937033a38bcd266df8c1c44b86eee4345115fa9f291f,pilot,completed,CS,1,0.375
gpt-5-nano,0.1,R5-R2,ai-race-fairgame-v3,12f7eaa826e6956d709fb758be3a38931cd08b08297985b5698cadf5328bee3b,pilot,completed,AS,10,0.027894327894327896
gpt-5-nano,0.1,R5-R2,ai-race-fairgame-v3,12f7eaa826e6956d709fb758be3a38931cd08b08297985b5698cadf5328bee3b,pilot,completed,AS|CS,2,0.35625
gpt-5-nano,0.1,R5-R2,ai-race-fairgame-v3,12f7eaa826e6956d709fb758be3a38931cd08b08297985b5698cadf5328bee3b,pilot,completed,AU,7,0.3447485054627912
gpt-5-nano,0.1,R5-R2,ai-race-fairgame-v3,12f7eaa826e6956d709fb758be3a38931cd08b08297985b5698cadf5328bee3b,pilot,completed,AU|CS,1,0.46153846153846156
gpt-5-nano,0.1,R5-R3,ai-race-fairgame-v3,d165c488ef730d384923091fda8b720709d36b2274c4ac2b303f65df4153d231,pilot,completed,AS,10,0.2364409201909202
gpt-5-nano,0.1,R5-R3,ai-race-fairgame-v3,d165c488ef730d384923091fda8b720709d36b2274c4ac2b303f65df4153d231,pilot,completed,AS|CS,2,0.4097222222222222
gpt-5-nano,0.1,R5-R3,ai-race-fairgame-v3,d165c488ef730d384923091fda8b720709d36b2274c4ac2b303f65df4153d231,pilot,completed,AU,4,0.2909090909090909
gpt-5-nano,0.1,R5-R3,ai-race-fairgame-v3,d165c488ef730d384923091fda8b720709d36b2274c4ac2b303f65df4153d231,pilot,completed,AU|CS,1,0.46153846153846156
gpt-5-nano,0.1,R5-R3,ai-race-fairgame-v3,d165c488ef730d384923091fda8b720709d36b2274c4ac2b303f65df4153d231,pilot,completed,CS,3,0.24669312169312171
gpt-5-nano,0.1,R5-R4,ai-race-fairgame-v3,c9491baed85c6ec9fe2d753bde54f61b1dbf77f469b411648568cd117834786b,pilot,completed,AS,9,0.3628949753949754
gpt-5-nano,0.1,R5-R4,ai-race-fairgame-v3,c9491baed85c6ec9fe2d753bde54f61b1dbf77f469b411648568cd117834786b,pilot,completed,AU,6,0.3801638176638176
gpt-5-nano,0.1,R5-R4,ai-race-fairgame-v3,c9491baed85c6ec9fe2d753bde54f61b1dbf77f469b411648568cd117834786b,pilot,completed,AU|CS,1,0.4
gpt-5-nano,0.1,R5-R4,ai-race-fairgame-v3,c9491baed85c6ec9fe2d753bde54f61b1dbf77f469b411648568cd117834786b,pilot,completed,CAS,2,0.26785714285714285
gpt-5-nano,0.1,R5-R4,ai-race-fairgame-v3,c9491baed85c6ec9fe2d753bde54f61b1dbf77f469b411648568cd117834786b,pilot,completed,CS,2,0.25396825396825395
gpt-5-nano,0.1,R5-R5,ai-race-fairgame-v3,39a9c8ff7467c65860c6ead29a048cf3179662917ebc31d39bbcc8789bdaa00f,pilot,completed,AS,11,0.4047220456311365
gpt-5-nano,0.1,R5-R5,ai-race-fairgame-v3,39a9c8ff7467c65860c6ead29a048cf3179662917ebc31d39bbcc8789bdaa00f,pilot,completed,AS|AU,1,0.5
gpt-5-nano,0.1,R5-R5,ai-race-fairgame-v3,39a9c8ff7467c65860c6ead29a048cf3179662917ebc31d39bbcc8789bdaa00f,pilot,completed,AS|CS,1,0.4
gpt-5-nano,0.1,R5-R5,ai-race-fairgame-v3,39a9c8ff7467c65860c6ead29a048cf3179662917ebc31d39bbcc8789bdaa00f,pilot,completed,AU,5,0.3095299145299145
gpt-5-nano,0.1,R5-R5,ai-race-fairgame-v3,39a9c8ff7467c65860c6ead29a048cf3179662917ebc31d39bbcc8789bdaa00f,pilot,completed,AU|CS,1,0.42857142857142855
gpt-5-nano,0.1,R5-R5,ai-race-fairgame-v3,39a9c8ff7467c65860c6ead29a048cf3179662917ebc31d39bbcc8789bdaa00f,pilot,completed,CS,1,0.0
gpt-5-nano,0.1,R5-R6,ai-race-fairgame-v3,2b314f8fc6f5b732c1eaade615e0a90f4e2d2b19a344e215452876df453c9dc0,pilot,completed,AS,8,0.35938072344322347
gpt-5-nano,0.1,R5-R6,ai-race-fairgame-v3,2b314f8fc6f5b732c1eaade615e0a90f4e2d2b19a344e215452876df453c9dc0,pilot,completed,AS|AU,2,0.5
gpt-5-nano,0.1,R5-R6,ai-race-fairgame-v3,2b314f8fc6f5b732c1eaade615e0a90f4e2d2b19a344e215452876df453c9dc0,pilot,completed,AS|AU|CS,2,0.5
gpt-5-nano,0.1,R5-R6,ai-race-fairgame-v3,2b314f8fc6f5b732c1eaade615e0a90f4e2d2b19a344e215452876df453c9dc0,pilot,completed,AS|CAS,1,0.4444444444444444
gpt-5-nano,0.1,R5-R6,ai-race-fairgame-v3,2b314f8fc6f5b732c1eaade615e0a90f4e2d2b19a344e215452876df453c9dc0,pilot,completed,AS|CS,2,0.42727272727272725
gpt-5-nano,0.1,R5-R6,ai-race-fairgame-v3,2b314f8fc6f5b732c1eaade615e0a90f4e2d2b19a344e215452876df453c9dc0,pilot,completed,AU,4,0.4091630591630592
gpt-5-nano,0.1,R5-R6,ai-race-fairgame-v3,2b314f8fc6f5b732c1eaade615e0a90f4e2d2b19a344e215452876df453c9dc0,pilot,completed,AU|CAS,1,0.4
gpt-5-nano,0.1,R6-R1,ai-race-fairgame-v3,7d5b42fcb0b165feb515ed7a994f4cabe269f2cd9077d99d2573eac039a8dc54,pilot,completed,AS,10,0.03986111111111111
gpt-5-nano,0.1,R6-R1,ai-race-fairgame-v3,7d5b42fcb0b165feb515ed7a994f4cabe269f2cd9077d99d2573eac039a8dc54,pilot,completed,AS|CS,2,0.4365079365079365
gpt-5-nano,0.1,R6-R1,ai-race-fairgame-v3,7d5b42fcb0b165feb515ed7a994f4cabe269f2cd9077d99d2573eac039a8dc54,pilot,completed,AU,8,0.3347841394716395
gpt-5-nano,0.1,R6-R2,ai-race-fairgame-v3,320ad475ef61963e7fe9139623948c5cbea92c143fe0676edb6f4c0f421061c9,pilot,completed,AS,11,0.057449494949494945
gpt-5-nano,0.1,R6-R2,ai-race-fairgame-v3,320ad475ef61963e7fe9139623948c5cbea92c143fe0676edb6f4c0f421061c9,pilot,completed,AS|CS,3,0.3444444444444444
gpt-5-nano,0.1,R6-R2,ai-race-fairgame-v3,320ad475ef61963e7fe9139623948c5cbea92c143fe0676edb6f4c0f421061c9,pilot,completed,AU,6,0.345492007992008
gpt-5-nano,0.1,R6-R3,ai-race-fairgame-v3,f5331636d27cc7e4066b9a07793ae77ba75b649d0d49641ef87617e83046209f,pilot,completed,AS,11,0.25295966659603025
gpt-5-nano,0.1,R6-R3,ai-race-fairgame-v3,f5331636d27cc7e4066b9a07793ae77ba75b649d0d49641ef87617e83046209f,pilot,completed,AS|CS,1,0.2857142857142857
gpt-5-nano,0.1,R6-R3,ai-race-fairgame-v3,f5331636d27cc7e4066b9a07793ae77ba75b649d0d49641ef87617e83046209f,pilot,completed,AU,5,0.4205122655122655
gpt-5-nano,0.1,R6-R3,ai-race-fairgame-v3,f5331636d27cc7e4066b9a07793ae77ba75b649d0d49641ef87617e83046209f,pilot,completed,AU|CS,1,0.4444444444444444
gpt-5-nano,0.1,R6-R3,ai-race-fairgame-v3,f5331636d27cc7e4066b9a07793ae77ba75b649d0d49641ef87617e83046209f,pilot,completed,CS,2,0.34375
gpt-5-nano,0.1,R6-R4,ai-race-fairgame-v3,88b7a3a5dd650ba8221903991a1863c6ba6b4acc1df3d56c45ec302b41ce1ba7,pilot,completed,AS,11,0.335599753781572
gpt-5-nano,0.1,R6-R4,ai-race-fairgame-v3,88b7a3a5dd650ba8221903991a1863c6ba6b4acc1df3d56c45ec302b41ce1ba7,pilot,completed,AS|AU,1,0.5
gpt-5-nano,0.1,R6-R4,ai-race-fairgame-v3,88b7a3a5dd650ba8221903991a1863c6ba6b4acc1df3d56c45ec302b41ce1ba7,pilot,completed,AS|AU|CS,1,0.5
gpt-5-nano,0.1,R6-R4,ai-race-fairgame-v3,88b7a3a5dd650ba8221903991a1863c6ba6b4acc1df3d56c45ec302b41ce1ba7,pilot,completed,AS|CS,1,0.4
gpt-5-nano,0.1,R6-R4,ai-race-fairgame-v3,88b7a3a5dd650ba8221903991a1863c6ba6b4acc1df3d56c45ec302b41ce1ba7,pilot,completed,AU,6,0.39000420875420877
gpt-5-nano,0.1,R6-R5,ai-race-fairgame-v3,1a09252a2fe4a50d40f394a2bff1b19c83f6a1ac9bfd59064f637e161a228ba1,pilot,completed,AS,7,0.32037129537129533
gpt-5-nano,0.1,R6-R5,ai-race-fairgame-v3,1a09252a2fe4a50d40f394a2bff1b19c83f6a1ac9bfd59064f637e161a228ba1,pilot,completed,AS|CS,2,0.30952380952380953
gpt-5-nano,0.1,R6-R5,ai-race-fairgame-v3,1a09252a2fe4a50d40f394a2bff1b19c83f6a1ac9bfd59064f637e161a228ba1,pilot,completed,AU,7,0.4096371882086168
gpt-5-nano,0.1,R6-R5,ai-race-fairgame-v3,1a09252a2fe4a50d40f394a2bff1b19c83f6a1ac9bfd59064f637e161a228ba1,pilot,completed,AU|CAS,1,0.4
gpt-5-nano,0.1,R6-R5,ai-race-fairgame-v3,1a09252a2fe4a50d40f394a2bff1b19c83f6a1ac9bfd59064f637e161a228ba1,pilot,completed,AU|CS,2,0.42727272727272725
gpt-5-nano,0.1,R6-R5,ai-race-fairgame-v3,1a09252a2fe4a50d40f394a2bff1b19c83f6a1ac9bfd59064f637e161a228ba1,pilot,completed,CS,1,0.375
gpt-5-nano,0.1,R6-R6,ai-race-fairgame-v3,7f69244f5c9ecdf874de48aaa1dfa920a53ba3c006f0d72507af7e7433c742e0,pilot,completed,AS,12,0.35547808672808673
gpt-5-nano,0.1,R6-R6,ai-race-fairgame-v3,7f69244f5c9ecdf874de48aaa1dfa920a53ba3c006f0d72507af7e7433c742e0,pilot,completed,AS|CS,1,0.4
