model,max_private_risk,persona_condition,prompt_version,protocol_signature,run_phase,run_status,parameter_point,beta,mu,nominal_mu,mutation_regime,Z,n_players,observed_median_phi_U,observed_mean_phi_U,predicted_phi_U,difference
gpt-5-nano,0.1,R1-R4,ai-race-fairgame-v3,54e34cb2cbdda8a3e58434ba1ec3f67263b35fb7a14e40efc7094166e4d26f6c,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.3125,0.26644903707403705,0.9999999999999991,-0.6874999999999991
gpt-5-nano,0.1,R1-R4,ai-race-fairgame-v3,54e34cb2cbdda8a3e58434ba1ec3f67263b35fb7a14e40efc7094166e4d26f6c,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.3125,0.26644903707403705,0.9999999999997908,-0.6874999999997908
gpt-5-nano,0.1,R1-R5,ai-race-fairgame-v3,f1e253d8fb164767a13e1e0dfc09e99d1ba68fd9952ce60cfc53df0a6a108790,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.26373626373626374,0.302132104007104,0.9999999999999991,-0.7362637362637354
gpt-5-nano,0.1,R1-R5,ai-race-fairgame-v3,f1e253d8fb164767a13e1e0dfc09e99d1ba68fd9952ce60cfc53df0a6a108790,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.26373626373626374,0.302132104007104,0.9999999999997908,-0.7362637362635271
gpt-5-nano,0.1,R1-R6,ai-race-fairgame-v3,578aed3e5e391ad7e0d1df7dece1d043f7c9bd2727310bca65229822b65c0c5b,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.26666666666666666,0.30579483016983017,0.9999999999999991,-0.7333333333333325
gpt-5-nano,0.1,R1-R6,ai-race-fairgame-v3,578aed3e5e391ad7e0d1df7dece1d043f7c9bd2727310bca65229822b65c0c5b,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.26666666666666666,0.30579483016983017,0.9999999999997908,-0.7333333333331242
gpt-5-nano,0.1,R2-R1,ai-race-fairgame-v3,afa635149ba0e41a8c13160ef18de15979eddad138c4736033dabdcddadd76da,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.0,0.9999999999999991,-0.9999999999999991
gpt-5-nano,0.1,R2-R1,ai-race-fairgame-v3,afa635149ba0e41a8c13160ef18de15979eddad138c4736033dabdcddadd76da,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.0,0.9999999999997908,-0.9999999999997908
gpt-5-nano,0.1,R2-R2,ai-race-fairgame-v3,20fc9d5dc05dab2641d82e87fd797bfde3bd8a0f26c925c84ad65f7580cf216a,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.007142857142857143,0.9999999999999991,-0.9999999999999991
gpt-5-nano,0.1,R2-R2,ai-race-fairgame-v3,20fc9d5dc05dab2641d82e87fd797bfde3bd8a0f26c925c84ad65f7580cf216a,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.007142857142857143,0.9999999999997908,-0.9999999999997908
gpt-5-nano,0.1,R2-R3,ai-race-fairgame-v3,c3c3880229a504030b53b75b4a709ff3e6338493197e88215632c8098490ae8a,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.03685897435897436,0.9999999999999991,-0.9999999999999991
gpt-5-nano,0.1,R2-R3,ai-race-fairgame-v3,c3c3880229a504030b53b75b4a709ff3e6338493197e88215632c8098490ae8a,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.03685897435897436,0.9999999999997908,-0.9999999999997908
gpt-5-nano,0.1,R2-R4,ai-race-fairgame-v3,eb3fc01948afc39a0bdb7d8505f0fc8cf8c0faa405d5e01e06786000810cf63e,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.10555555555555556,0.23778346653346652,0.9999999999999991,-0.8944444444444436
gpt-5-nano,0.1,R2-R4,ai-race-fairgame-v3,eb3fc01948afc39a0bdb7d8505f0fc8cf8c0faa405d5e01e06786000810cf63e,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.10555555555555556,0.23778346653346652,0.9999999999997908,-0.8944444444442353
gpt-5-nano,0.1,R2-R5,ai-race-fairgame-v3,5d5e4f80e4411da94cc030534db4e5a4cc712cc6e0240ff52e47f17c7ae39036,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.2094017094017094,0.3008337495837496,0.9999999999999991,-0.7905982905982897
gpt-5-nano,0.1,R2-R5,ai-race-fairgame-v3,5d5e4f80e4411da94cc030534db4e5a4cc712cc6e0240ff52e47f17c7ae39036,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.2094017094017094,0.3008337495837496,0.9999999999997908,-0.7905982905980814
gpt-5-nano,0.1,R2-R6,ai-race-fairgame-v3,6fddd011d29c0ee6b3b9adac863d71167c141100ac6a59ecb6672ddf3aea488b,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.2857142857142857,0.30681055056055057,0.9999999999999991,-0.7142857142857134
gpt-5-nano,0.1,R2-R6,ai-race-fairgame-v3,6fddd011d29c0ee6b3b9adac863d71167c141100ac6a59ecb6672ddf3aea488b,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.2857142857142857,0.30681055056055057,0.9999999999997908,-0.7142857142855051
gpt-5-nano,0.1,R3-R1,ai-race-fairgame-v3,5fb0408188b461c4d41c167266c63d73f72355d97246d15fb7b2c792b3bed518,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.04141414141414142,0.9999999999999991,-0.9999999999999991
gpt-5-nano,0.1,R3-R1,ai-race-fairgame-v3,5fb0408188b461c4d41c167266c63d73f72355d97246d15fb7b2c792b3bed518,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.04141414141414142,0.9999999999997908,-0.9999999999997908
gpt-5-nano,0.1,R3-R2,ai-race-fairgame-v3,5544079c8b2c6f8cd9c2b6f4ab10b7606034b1b75eea1acaf0c9d8dab93b7f03,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.07097222222222221,0.9999999999999991,-0.9999999999999991
gpt-5-nano,0.1,R3-R2,ai-race-fairgame-v3,5544079c8b2c6f8cd9c2b6f4ab10b7606034b1b75eea1acaf0c9d8dab93b7f03,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.07097222222222221,0.9999999999997908,-0.9999999999997908
gpt-5-nano,0.1,R3-R3,ai-race-fairgame-v3,a39695ae5f4da7bb6d8a5fa790e310edb62647bc0e42c1b8fcd16cdf62ef49fd,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.13392857142857142,0.12201395826395826,0.9999999999999991,-0.8660714285714277
gpt-5-nano,0.1,R3-R3,ai-race-fairgame-v3,a39695ae5f4da7bb6d8a5fa790e310edb62647bc0e42c1b8fcd16cdf62ef49fd,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.13392857142857142,0.12201395826395826,0.9999999999997908,-0.8660714285712194
gpt-5-nano,0.1,R3-R4,ai-race-fairgame-v3,762fd623bba3bee2e043aff8722a1bbfaed5bbfc6c05780fcc4c61ef3f9561d0,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.35416666666666663,0.35567273004773003,0.9999999999999991,-0.6458333333333325
gpt-5-nano,0.1,R3-R4,ai-race-fairgame-v3,762fd623bba3bee2e043aff8722a1bbfaed5bbfc6c05780fcc4c61ef3f9561d0,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.35416666666666663,0.35567273004773003,0.9999999999997908,-0.6458333333331242
gpt-5-nano,0.1,R3-R5,ai-race-fairgame-v3,18e87c63f13788867fa8962d0a84174f518d7e02922a434bf5eda6f433d102b9,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.25,0.3061124986124986,0.9999999999999991,-0.7499999999999991
gpt-5-nano,0.1,R3-R5,ai-race-fairgame-v3,18e87c63f13788867fa8962d0a84174f518d7e02922a434bf5eda6f433d102b9,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.25,0.3061124986124986,0.9999999999997908,-0.7499999999997908
gpt-5-nano,0.1,R3-R6,ai-race-fairgame-v3,4b09c77d364ce7b9843792dc3ab9b3e48d3a2ccd33e684793da6f3a523e742a6,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.303030303030303,0.3491287185037185,0.9999999999999991,-0.6969696969696961
gpt-5-nano,0.1,R3-R6,ai-race-fairgame-v3,4b09c77d364ce7b9843792dc3ab9b3e48d3a2ccd33e684793da6f3a523e742a6,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.303030303030303,0.3491287185037185,0.9999999999997908,-0.6969696969694879
gpt-5-nano,0.1,R4-R1,ai-race-fairgame-v3,ad54d488b748b7c2902b8bdfcba5dc8e65684f09de4a21febb23eaffcf2ed7e5,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.26666666666666666,0.2673996142746143,0.9999999999999991,-0.7333333333333325
gpt-5-nano,0.1,R4-R1,ai-race-fairgame-v3,ad54d488b748b7c2902b8bdfcba5dc8e65684f09de4a21febb23eaffcf2ed7e5,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.26666666666666666,0.2673996142746143,0.9999999999997908,-0.7333333333331242
gpt-5-nano,0.1,R4-R2,ai-race-fairgame-v3,2ff3bf58b3359778743f5aef3a3796aed48078220df34125657762569a72755c,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.20170454545454547,0.24730706793206791,0.9999999999999991,-0.7982954545454537
gpt-5-nano,0.1,R4-R2,ai-race-fairgame-v3,2ff3bf58b3359778743f5aef3a3796aed48078220df34125657762569a72755c,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.20170454545454547,0.24730706793206791,0.9999999999997908,-0.7982954545452454
gpt-5-nano,0.1,R4-R3,ai-race-fairgame-v3,184991aef9058bd59fdb65e452b7170a18e644c5ae745f902c13f6e06c8ea2e8,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.30952380952380953,0.3365327727827728,0.9999999999999991,-0.6904761904761896
gpt-5-nano,0.1,R4-R3,ai-race-fairgame-v3,184991aef9058bd59fdb65e452b7170a18e644c5ae745f902c13f6e06c8ea2e8,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.30952380952380953,0.3365327727827728,0.9999999999997908,-0.6904761904759813
gpt-5-nano,0.1,R4-R4,ai-race-fairgame-v3,469e9877f8d14613f573038c972f799a1999b46cb9781b40d84aae39e6302d38,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.44155844155844154,0.4541646547896548,0.9999999999999991,-0.5584415584415576
gpt-5-nano,0.1,R4-R4,ai-race-fairgame-v3,469e9877f8d14613f573038c972f799a1999b46cb9781b40d84aae39e6302d38,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.44155844155844154,0.4541646547896548,0.9999999999997908,-0.5584415584413494
gpt-5-nano,0.1,R4-R5,ai-race-fairgame-v3,69f7da726d7dd32c1b9c6c53b427b894d5423affbf8fd3b387e66a727c78a085,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.41428571428571426,0.4409765234765235,0.9999999999999991,-0.5857142857142849
gpt-5-nano,0.1,R4-R5,ai-race-fairgame-v3,69f7da726d7dd32c1b9c6c53b427b894d5423affbf8fd3b387e66a727c78a085,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.41428571428571426,0.4409765234765235,0.9999999999997908,-0.5857142857140766
gpt-5-nano,0.1,R4-R6,ai-race-fairgame-v3,00baa465aca87360ea15f6e6dc7ac9059b508cf9ce9e122d8bcc073a9509696b,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.4722222222222222,0.461437937062937,0.9999999999999991,-0.5277777777777769
gpt-5-nano,0.1,R4-R6,ai-race-fairgame-v3,00baa465aca87360ea15f6e6dc7ac9059b508cf9ce9e122d8bcc073a9509696b,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.4722222222222222,0.461437937062937,0.9999999999997908,-0.5277777777775686
gpt-5-nano,0.1,R5-R1,ai-race-fairgame-v3,f5ab178729f12f236b85937033a38bcd266df8c1c44b86eee4345115fa9f291f,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.26420454545454547,0.3453092740592741,0.9999999999999991,-0.7357954545454537
gpt-5-nano,0.1,R5-R1,ai-race-fairgame-v3,f5ab178729f12f236b85937033a38bcd266df8c1c44b86eee4345115fa9f291f,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.26420454545454547,0.3453092740592741,0.9999999999997908,-0.7357954545452454
gpt-5-nano,0.1,R5-R2,ai-race-fairgame-v3,12f7eaa826e6956d709fb758be3a38931cd08b08297985b5698cadf5328bee3b,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.21180555555555555,0.305833263958264,0.9999999999999991,-0.7881944444444435
gpt-5-nano,0.1,R5-R2,ai-race-fairgame-v3,12f7eaa826e6956d709fb758be3a38931cd08b08297985b5698cadf5328bee3b,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.21180555555555555,0.305833263958264,0.9999999999997908,-0.7881944444442353
gpt-5-nano,0.1,R5-R3,ai-race-fairgame-v3,d165c488ef730d384923091fda8b720709d36b2274c4ac2b303f65df4153d231,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.35416666666666663,0.387011322011322,0.9999999999999991,-0.6458333333333325
gpt-5-nano,0.1,R5-R3,ai-race-fairgame-v3,d165c488ef730d384923091fda8b720709d36b2274c4ac2b303f65df4153d231,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.35416666666666663,0.387011322011322,0.9999999999997908,-0.6458333333331242
gpt-5-nano,0.1,R5-R4,ai-race-fairgame-v3,c9491baed85c6ec9fe2d753bde54f61b1dbf77f469b411648568cd117834786b,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.44155844155844154,0.4771702602952603,0.9999999999999991,-0.5584415584415576
gpt-5-nano,0.1,R5-R4,ai-race-fairgame-v3,c9491baed85c6ec9fe2d753bde54f61b1dbf77f469b411648568cd117834786b,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.44155844155844154,0.4771702602952603,0.9999999999997908,-0.5584415584413494
gpt-5-nano,0.1,R5-R5,ai-race-fairgame-v3,39a9c8ff7467c65860c6ead29a048cf3179662917ebc31d39bbcc8789bdaa00f,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.4494949494949495,0.4973575036075036,0.9999999999999991,-0.5505050505050496
gpt-5-nano,0.1,R5-R5,ai-race-fairgame-v3,39a9c8ff7467c65860c6ead29a048cf3179662917ebc31d39bbcc8789bdaa00f,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.4494949494949495,0.4973575036075036,0.9999999999997908,-0.5505050505048413
gpt-5-nano,0.1,R5-R6,ai-race-fairgame-v3,2b314f8fc6f5b732c1eaade615e0a90f4e2d2b19a344e215452876df453c9dc0,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.4494949494949495,0.45686917249417247,0.9999999999999991,-0.5505050505050496
gpt-5-nano,0.1,R5-R6,ai-race-fairgame-v3,2b314f8fc6f5b732c1eaade615e0a90f4e2d2b19a344e215452876df453c9dc0,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.4494949494949495,0.45686917249417247,0.9999999999997908,-0.5505050505048413
gpt-5-nano,0.1,R6-R1,ai-race-fairgame-v3,7d5b42fcb0b165feb515ed7a994f4cabe269f2cd9077d99d2573eac039a8dc54,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.2767857142857143,0.3296676934176934,0.9999999999999991,-0.7232142857142848
gpt-5-nano,0.1,R6-R1,ai-race-fairgame-v3,7d5b42fcb0b165feb515ed7a994f4cabe269f2cd9077d99d2573eac039a8dc54,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.2767857142857143,0.3296676934176934,0.9999999999997908,-0.7232142857140765
gpt-5-nano,0.1,R6-R2,ai-race-fairgame-v3,320ad475ef61963e7fe9139623948c5cbea92c143fe0676edb6f4c0f421061c9,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.2125,0.27961628649128645,0.9999999999999991,-0.7874999999999991
gpt-5-nano,0.1,R6-R2,ai-race-fairgame-v3,320ad475ef61963e7fe9139623948c5cbea92c143fe0676edb6f4c0f421061c9,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.2125,0.27961628649128645,0.9999999999997908,-0.7874999999997908
gpt-5-nano,0.1,R6-R3,ai-race-fairgame-v3,f5331636d27cc7e4066b9a07793ae77ba75b649d0d49641ef87617e83046209f,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.32291666666666663,0.3666882423132423,0.9999999999999991,-0.6770833333333325
gpt-5-nano,0.1,R6-R3,ai-race-fairgame-v3,f5331636d27cc7e4066b9a07793ae77ba75b649d0d49641ef87617e83046209f,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.32291666666666663,0.3666882423132423,0.9999999999997908,-0.6770833333331242
gpt-5-nano,0.1,R6-R4,ai-race-fairgame-v3,88b7a3a5dd650ba8221903991a1863c6ba6b4acc1df3d56c45ec302b41ce1ba7,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.4,0.437578601953602,0.9999999999999991,-0.5999999999999991
gpt-5-nano,0.1,R6-R4,ai-race-fairgame-v3,88b7a3a5dd650ba8221903991a1863c6ba6b4acc1df3d56c45ec302b41ce1ba7,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.4,0.437578601953602,0.9999999999997908,-0.5999999999997908
gpt-5-nano,0.1,R6-R5,ai-race-fairgame-v3,1a09252a2fe4a50d40f394a2bff1b19c83f6a1ac9bfd59064f637e161a228ba1,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.5227272727272727,0.4619820457320457,0.9999999999999991,-0.4772727272727264
gpt-5-nano,0.1,R6-R5,ai-race-fairgame-v3,1a09252a2fe4a50d40f394a2bff1b19c83f6a1ac9bfd59064f637e161a228ba1,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.5227272727272727,0.4619820457320457,0.9999999999997908,-0.4772727272725181
gpt-5-nano,0.1,R6-R6,ai-race-fairgame-v3,7f69244f5c9ecdf874de48aaa1dfa920a53ba3c006f0d72507af7e7433c742e0,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.4,0.4563603757353757,0.9999999999999991,-0.5999999999999991
gpt-5-nano,0.1,R6-R6,ai-race-fairgame-v3,7f69244f5c9ecdf874de48aaa1dfa920a53ba3c006f0d72507af7e7433c742e0,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.4,0.4563603757353757,0.9999999999997908,-0.5999999999997908
gpt-5-nano,0.1,S_AA,ai-race-fairgame-v3,72d88f6f1a871b5991872d125c57cf8f2c99fb4548cf8d43662d26b3b5ea4f1c,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.3693181818181818,0.41886217948717946,0.9999999999999991,-0.6306818181818172
gpt-5-nano,0.1,S_AA,ai-race-fairgame-v3,72d88f6f1a871b5991872d125c57cf8f2c99fb4548cf8d43662d26b3b5ea4f1c,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.3693181818181818,0.41886217948717946,0.9999999999997908,-0.630681818181609
gpt-5-nano,0.1,S_AC,ai-race-fairgame-v3,18e617eefe8e0a994d792ee2e680f00dc38673b43ff5546e5bcd9d821ded93a2,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.17045454545454547,0.25418158230658233,0.9999999999999991,-0.8295454545454537
gpt-5-nano,0.1,S_AC,ai-race-fairgame-v3,18e617eefe8e0a994d792ee2e680f00dc38673b43ff5546e5bcd9d821ded93a2,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.17045454545454547,0.25418158230658233,0.9999999999997908,-0.8295454545452454
gpt-5-nano,0.1,S_CA,ai-race-fairgame-v3,9fbff883ad22b6c67f0696d20295ff3690e6b4fb6098aaffc8db4fd39675a992,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.24285714285714285,0.25576347263847266,0.9999999999999991,-0.7571428571428562
gpt-5-nano,0.1,S_CA,ai-race-fairgame-v3,9fbff883ad22b6c67f0696d20295ff3690e6b4fb6098aaffc8db4fd39675a992,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.24285714285714285,0.25576347263847266,0.9999999999997908,-0.757142857142648
gpt-5-nano,0.1,S_CC,ai-race-fairgame-v3,3050014eab7573c1e9ccb80096dc67a6921b13e4afd85419fc9da2039f99d23f,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.0,0.9999999999999991,-0.9999999999999991
gpt-5-nano,0.1,S_CC,ai-race-fairgame-v3,3050014eab7573c1e9ccb80096dc67a6921b13e4afd85419fc9da2039f99d23f,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.0,0.9999999999997908,-0.9999999999997908
gpt-5-nano,0.1,none,ai-race-fairgame-v3,b323588675c9a8ba411ffa23e98811bc735ee30269e7db0dcbd23907d5a266f1,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.1111111111111111,0.12303862803862804,0.9999999999999991,-0.888888888888888
gpt-5-nano,0.1,none,ai-race-fairgame-v3,b323588675c9a8ba411ffa23e98811bc735ee30269e7db0dcbd23907d5a266f1,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.1111111111111111,0.12303862803862804,0.9999999999997908,-0.8888888888886797
gpt-5-nano,0.6,R+,ai-race-fairgame-v3,b33fdc8b55d4dbe70a50d073c1df939b6026ae9807dbbdaf60d10362342736db,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.3666666666666667,0.3902721583971584,0.9999999999999984,-0.6333333333333317
gpt-5-nano,0.6,R+,ai-race-fairgame-v3,b33fdc8b55d4dbe70a50d073c1df939b6026ae9807dbbdaf60d10362342736db,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.3666666666666667,0.3902721583971584,0.930623649795965,-0.5639569831292983
gpt-5-nano,0.6,R-,ai-race-fairgame-v3,5f15793a13f7e4526ab316ee4339dc47dfd90790ea75542cee4ff3992a4f3cab,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.08391608391608392,0.07557165057165058,0.9999999999999984,-0.9160839160839145
gpt-5-nano,0.6,R-,ai-race-fairgame-v3,5f15793a13f7e4526ab316ee4339dc47dfd90790ea75542cee4ff3992a4f3cab,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.08391608391608392,0.07557165057165058,0.930623649795965,-0.846707565879881
gpt-5-nano,0.6,R0,ai-race-fairgame-v3,ce2572ed7d6c65c40f8bcee90f0e86899a1ed8b6732f58a717bf0774e3814209,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.0,0.9999999999999984,-0.9999999999999984
gpt-5-nano,0.6,R0,ai-race-fairgame-v3,ce2572ed7d6c65c40f8bcee90f0e86899a1ed8b6732f58a717bf0774e3814209,pilot,completed,best_fit,0.01,0.0,0.05,small_mutation_limit,100,20,0.0,0.0,0.930623649795965,-0.930623649795965
gpt-5-nano,0.6,R1-R1,ai-race-fairgame-v3,28932989a4ce8dbaef4df00f5fbb34fc8506f9799753e1880dcce9f2d8ff02ee,pilot,completed,reference,2.0,0.0,0.02,small_mutation_limit,100,20,0.0,0.0,0.9999999999999984,-0.9999999999999984
