model,max_private_risk,prompt_version,protocol_signature,run_phase,run_status,factor,level_left,level_right,n_comparisons_in_stratum,n_left,n_right,mean_left,mean_right,t,df,p_value,cohens_d,p_value_bonferroni
qwen2.5:7b-instruct-fp16,0.1,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AA,S_CA,15,20,20,0.7749007936507936,0.45986111111111116,2.7329086436522707,25.654706657827028,0.011211953996168684,0.8642215951102641,0.16817930994253028
qwen2.5:7b-instruct-fp16,0.1,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AA,none,15,20,40,0.7749007936507936,0.675109126984127,1.8998290459088079,32.891659265777456,0.06625290670471368,0.5509813802175919,0.9937936005707051
qwen2.5:7b-instruct-fp16,0.1,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AC,S_CA,15,20,20,0.4706944444444444,0.45986111111111116,0.07138236406127482,37.9802139275982,0.9434680136581015,0.02257308552009756,1.0
qwen2.5:7b-instruct-fp16,0.1,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AC,none,15,20,40,0.4706944444444444,0.675109126984127,-1.8281222513760533,21.36760229341004,0.08152814609474732,-0.657548277984844,1.0
qwen2.5:7b-instruct-fp16,0.1,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_CA,none,15,20,40,0.45986111111111116,0.675109126984127,-1.966799496416026,21.479565894965795,0.06225813118249924,-0.7050744571521586,0.9338719677374886
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R-,R0,15,20,20,0.40224206349206354,0.658531746031746,-4.870094140761495,37.578361511786014,2.037804253628917e-05,-1.5400589904246993,0.0003056706380443376
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R-,S_AA,15,20,20,0.40224206349206354,0.7427380952380952,-6.325792845595689,37.21335372516034,2.2224677547684892e-07,-2.000391339848021,3.333701632152734e-06
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R-,S_AC,15,20,20,0.40224206349206354,0.4651388888888889,-0.555859236301517,23.021650243841027,0.5836695193535308,-0.17577812451545438,1.0
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R-,S_CA,15,20,20,0.40224206349206354,0.44527777777777783,-0.3956790272761563,23.381863170682077,0.695929074894492,-0.12512469485525438,1.0
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R-,none,15,20,40,0.40224206349206354,0.6027579365079365,-4.5877041426866505,39.55549473120822,4.444952883903727e-05,-1.238942924091113,0.0006667429325855591
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,S_AA,15,20,20,0.658531746031746,0.7427380952380952,-1.4907499747770352,37.93904354838927,0.14429527918335222,-0.47141653421339935,1.0
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,S_AC,15,20,20,0.658531746031746,0.4651388888888889,1.6898860334908123,23.944888744661053,0.10402970616601512,0.5343888851938549,1.0
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,S_CA,15,20,20,0.658531746031746,0.44527777777777783,1.936832219989307,24.381699388983073,0.0644368977327504,0.6124801260766514,0.9665534659912559
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,none,15,20,40,0.658531746031746,0.6027579365079365,1.1881098574951847,35.96716254697144,0.24257662363622962,0.332626670473264,1.0
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AA,S_AC,15,20,20,0.7427380952380952,0.4651388888888889,2.413931876516138,24.341844263834385,0.023653522746596878,0.7633522846275319,0.35480284119895317
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AA,S_CA,15,20,20,0.7427380952380952,0.44527777777777783,2.6874791105708904,24.810448049364723,0.012664489917112304,0.8498555153527512,0.18996734875668456
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AA,none,15,20,40,0.7427380952380952,0.6027579365079365,2.898961845116923,34.737464854905355,0.006447354994374318,0.8226521269195665,0.09671032491561476
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AC,S_CA,15,20,20,0.4651388888888889,0.44527777777777783,0.13342813712249862,37.92673787182791,0.894560269855496,0.04219368172603607,1.0
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AC,none,15,20,40,0.4651388888888889,0.6027579365079365,-1.2440218561899887,21.23815766580628,0.227047229889505,-0.44920817557116877,1.0
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_CA,none,15,20,40,0.44527777777777783,0.6027579365079365,-1.4838198260750042,21.446466354040364,0.15240563351338401,-0.532453929626443,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R-,R0,15,20,20,0.3486309523809524,0.6819841269841269,-6.193075250979764,37.96041704170113,3.107201888104675e-07,-1.9584223513914987,4.660802832157012e-06
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R-,S_AA,15,20,20,0.3486309523809524,0.7258730158730159,-6.296715729567132,36.26301509244637,2.7102459222466123e-07,-1.991196348404098,4.065368883369919e-06
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R-,S_AC,15,20,20,0.3486309523809524,0.46652777777777776,-1.033913134757318,23.525921019646773,0.31168864080377634,-0.3269520408597726,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R-,S_CA,15,20,20,0.3486309523809524,0.43313492063492065,-0.7893092961057803,24.194451123597794,0.43759843835269496,-0.24960151540385378,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R-,none,15,20,40,0.3486309523809524,0.6163591269841271,-5.932409303489552,36.46117991453412,8.171459755853188e-07,-1.6521695104029135,1.2257189633779782e-05
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,S_AA,15,20,20,0.6819841269841269,0.7258730158730159,-0.7232041839078961,36.704159931584016,0.47413823679537337,-0.22869724345122439,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,S_AC,15,20,20,0.6819841269841269,0.46652777777777776,1.8827141761288473,23.81840710432514,0.07201018094401299,0.5953664979654568,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,S_CA,15,20,20,0.6819841269841269,0.43313492063492065,2.314947231239054,24.52659860447922,0.029285744374457842,0.7320505913815905,0.4392861656168676
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,none,15,20,40,0.6819841269841269,0.6163591269841271,1.421849597700558,35.443248668904346,0.1638105444935503,0.40033095540702845,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AA,S_AC,15,20,20,0.7258730158730159,0.46652777777777776,2.2086269531506337,25.919187693917504,0.03624814187470234,0.6984291673594002,0.5437221281205351
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AA,S_CA,15,20,20,0.7258730158730159,0.43313492063492065,2.6451773217463206,26.889594315203603,0.013467192952722053,0.8364785151742415,0.2020078942908308
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AA,none,15,20,40,0.7258730158730159,0.6163591269841271,2.061442710692008,30.38156120146831,0.0479069076439798,0.617965520517204,0.718603614659697
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AC,S_CA,15,20,20,0.46652777777777776,0.43313492063492065,0.226889467756149,37.80869613198508,0.8217320147555077,0.07174874952127637,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AC,none,15,20,40,0.46652777777777776,0.6163591269841271,-1.3545283266679493,21.10550753793917,0.1898923801945603,-0.49110467893949467,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_CA,none,15,20,40,0.43313492063492065,0.6163591269841271,-1.771716145235701,21.43196188272443,0.09066108925006407,-0.6360367193055335,1.0
