model,max_private_risk,prompt_version,protocol_signature,run_phase,run_status,factor,level_left,level_right,n_comparisons_in_stratum,n_left,n_right,mean_left,mean_right,t,df,p_value,cohens_d,p_value_bonferroni
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,S_AA,15,20,20,0.5935505466755467,0.7728844766344767,-3.4962154720500322,37.88980277211549,0.0012208237897340548,-1.1056004082398863,0.018312356846010822
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,S_AC,15,20,20,0.5935505466755467,0.4683823815073815,1.0945078697454433,23.443731881885085,0.28485049993286327,0.34611377853744973,1.0
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,S_CA,15,20,20,0.5935505466755467,0.45058781496281497,1.2942169379111303,23.792546246516903,0.2080121899502752,0.4092673310167894,1.0
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,none,15,20,40,0.5935505466755467,0.5360494366744367,1.3015258054857626,34.833444017113855,0.20162108206308088,0.3689409552490868,1.0
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AA,S_AC,15,20,20,0.7728844766344767,0.4683823815073815,2.6772200072790815,22.999734923802716,0.01345593908212147,0.8466113020374465,0.20183908623182203
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AA,S_CA,15,20,20,0.7728844766344767,0.45058781496281497,2.934809571248059,23.315630441854594,0.007377564040312768,0.9280682744006076,0.11066346060469152
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AA,none,15,20,40,0.7728844766344767,0.5360494366744367,5.56687233212194,36.51261258182727,2.5243315411021074e-06,1.5495308827157521,3.786497311653161e-05
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AC,S_CA,15,20,20,0.4683823815073815,0.45058781496281497,0.11861110414461767,37.94249169642932,0.9062092142177727,0.03750812448844296,1.0
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AC,none,15,20,40,0.4683823815073815,0.5360494366744367,-0.6111982011627869,20.85824522316655,0.5476722147432651,-0.22332450724104172,1.0
qwen2.5:7b-instruct-fp16,0.6,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_CA,none,15,20,40,0.45058781496281497,0.5360494366744367,-0.8010917742291147,21.01040286840899,0.43204511955880054,-0.29130768645241933,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R-,R0,15,20,20,0.3033691308691309,0.6174316655566655,-6.390955385760726,36.54299786259682,1.9620202263989215e-07,-2.0209975443523933,2.9430303395983823e-06
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R-,S_AA,15,20,20,0.3033691308691309,0.7577883227883228,-8.850775160175333,35.47460869227268,1.6600886026335747e-10,-2.7988608564195667,2.490132903950362e-09
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R-,S_AC,15,20,20,0.3033691308691309,0.4695362276612277,-1.4750514738707006,22.111007625774754,0.1542968821155525,-0.4664522323419758,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R-,S_CA,15,20,20,0.3033691308691309,0.4397923604173604,-1.2832882883695094,22.522338593021775,0.2124390939523953,-0.4058113885866617,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R-,none,15,20,40,0.3033691308691309,0.552997211122211,-6.17628361742261,44.06091212311552,1.848248851255602e-07,-1.6021375980972168,2.772373276883403e-06
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,S_AA,15,20,20,0.6174316655566655,0.7577883227883228,-2.51349875208971,37.809866702791,0.016335372752532613,-0.7948380952594388,0.2450305912879892
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,S_AC,15,20,20,0.6174316655566655,0.4695362276612277,1.2886020112862195,23.62445945193324,0.2100135698669943,0.4074917353138454,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,S_CA,15,20,20,0.6174316655566655,0.4397923604173604,1.6364471496721056,24.22349981912863,0.11467429955166344,0.5174900263454321,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,R0,none,15,20,40,0.6174316655566655,0.552997211122211,1.4008312400558638,36.73652827443488,0.1696553927098007,0.38900859727098397,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AA,S_AC,15,20,20,0.7577883227883228,0.4695362276612277,2.4907009624081384,24.304181104115198,0.019966510503527147,0.787628801158314,0.2994976575529072
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AA,S_CA,15,20,20,0.7577883227883228,0.4397923604173604,2.9023340773780357,24.982994347640503,0.007628488769259204,0.9177986215237967,0.11442733153888807
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AA,none,15,20,40,0.7577883227883228,0.552997211122211,4.236364696488477,34.5321932235145,0.0001598914553304928,1.2049755420955237,0.002398371829957392
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AC,S_CA,15,20,20,0.4695362276612277,0.4397923604173604,0.2002647582361603,37.849903358723445,0.8423456942033105,0.06332927710892311,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_AC,none,15,20,40,0.4695362276612277,0.552997211122211,-0.7497661946463302,21.190615113888796,0.46163913098775555,-0.27112862499187834,1.0
qwen2.5:7b-instruct-fp16,0.9,ai-race-fairgame-v3,d9189c2e5217f018ed55b6e1a70e918bcd699ee0f14d339b92be406e83b8f90f,pilot,completed,persona_condition,S_CA,none,15,20,40,0.4397923604173604,0.552997211122211,-1.0792610461781356,21.488734335698982,0.2924370344977216,-0.3867975281528104,1.0
